,Drug,District,X_Coordinate,Y_Coordinate,Year,Latitude,Longitude
4756,Heroin,15,1139805.0,1903708.0,2006,41.8918776,-87.76201315
4757,Cannabis,4,1199635.0,1844898.0,2006,41.72919735,-87.54427077
4758,Cannabis,7,1164518.0,1859966.0,2006,41.77135751,-87.67248883
4759,Heroin,10,1148913.0,1894081.0,2010,41.86528873,-87.72881219
4760,Heroin,11,1154042.0,1901427.0,2002,41.88534628,-87.70978743
4761,Cannabis,8,1139971.0,1861898.0,2007,41.77714162,-87.76242403
4762,Heroin,2,1179029.0,1873926.0,2013,41.8093468,-87.61887154
4763,Crack,15,1139389.0,1904411.0,2010,41.89381431,-87.76352381
4764,Cannabis,6,1172343.0,1852292.0,2005,41.75013053,-87.64403053
4765,Crack,6,1181539.0,1855206.0,2008,41.75791975,-87.61024281
4766,Heroin,11,1150795.0,1894432.0,2004,41.86621534,-87.72189408
4767,Cannabis,22,1170299.0,1831376.0,2005,41.69277864,-87.65212713
4768,Cannabis,12,1155402.0,1905875.0,2003,41.89752479,-87.70467357
4769,Heroin,12,1156884.0,1900215.0,2006,41.88196329,-87.69938393
4770,Heroin,24,1159396.0,1946404.0,2006,42.00865743,-87.6888847
4771,Crack,17,1150215.0,1930765.0,2004,41.96592778,-87.72307423
4772,Crack,7,1176196.0,1857626.0,2009,41.76468208,-87.62975163
4773,Cannabis,22,1175649.0,1829750.0,2007,41.68819887,-87.63258827
4774,Crack,5,1176958.0,1841747.0,2004,41.72109102,-87.62743614
4775,Cannabis,7,1175827.0,1863196.0,2012,41.77997505,-87.63093738
4776,Cannabis,22,1168856.0,1846797.0,2009,41.73512743,-87.65696671
4777,Cannabis,11,1153512.0,1896818.0,2014,41.87270925,-87.71185626
4778,Heroin,11,1151171.0,1907321.0,2005,41.90157678,-87.72017566
4779,Cannabis,12,1155129.0,1903825.0,2009,41.89190488,-87.70573135
4780,Crack,6,1183241.0,1852484.0,2001,41.75041088,-87.60408979
4781,Crack,2,1181166.0,1874651.0,2013,41.81128724,-87.61101113
4782,Cannabis,8,1161275.0,1857294.0,2006,41.76409293,-87.6844505
4783,Heroin,11,1148179.0,1899677.0,2007,41.88065897,-87.73136269
4784,Cannabis,8,1155886.0,1863338.0,2015,41.78078844,-87.70404055
4785,Cannabis,7,1172090.0,1861651.0,2006,41.77581834,-87.64468307
4786,Cannabis,14,1159847.0,1908255.0,2004,41.90396516,-87.68828187
4787,Cannabis,9,1156481.0,1873814.0,2011,41.80952407,-87.70157689
4788,Crack,8,1162044.0,1860835.0,2004,41.77379398,-87.68153356
4789,Cannabis,3,1181070.0,1864026.0,2011,41.78213353,-87.61169041
4790,Cannabis,22,1171171.0,1846901.0,2009,41.73536258,-87.64848247
4791,Crack,14,1163418.0,1908013.0,2003,41.90322666,-87.67517153
4792,Cannabis,3,1183034.0,1861200.0,2008,41.77433326,-87.60457774
4793,Crack,5,1178604.0,1837028.0,2006,41.70810426,-87.62155011
4794,Heroin,10,1151963.0,1892094.0,2002,41.85977669,-87.71766777
4795,Crack,22,1172749.0,1838296.0,2006,41.71171465,-87.64295414
4796,Cannabis,6,1178677.0,1847115.0,2004,41.73578264,-87.62097712
4797,Crack,19,1168772.0,1931854.0,2007,41.96853307,-87.65481217
4798,Cannabis,7,1164724.0,1864585.0,2004,41.78402831,-87.67160342
4799,Heroin,2,1176894.0,1880780.0,2002,41.82820321,-87.62649547
4800,Cannabis,24,1154107.0,1942264.0,2008,41.9974047,-87.70845557
4801,Cannabis,15,1141628.0,1902383.0,2012,41.88820814,-87.75535076
4802,Cannabis,4,1196148.0,1847603.0,2003,41.7367071,-87.55695486
4803,Cannabis,15,1144242.0,1901501.0,2013,41.88573911,-87.74577331
4804,Cannabis,15,1143271.0,1905528.0,2002,41.89680786,-87.7492384
4805,Cannabis,16,1142251.0,1927917.0,2013,41.95826455,-87.75242763
4806,Cannabis,9,1164182.0,1872162.0,2007,41.80483197,-87.67337733
4807,Heroin,11,1149017.0,1901261.0,2013,41.88498947,-87.72824459
4808,Heroin,11,1144465.0,1897476.0,2002,41.87468983,-87.74505572
4809,Cocaine,16,1119314.0,1934302.0,2005,41.97618146,-87.83661829
4810,Crack,2,1176894.0,1880780.0,2005,41.82820321,-87.62649547
4811,Heroin,9,1175332.0,1876321.0,2003,41.81600244,-87.63235973
4812,Crack,20,1167955.0,1932459.0,2001,41.97021093,-87.65779868
4813,Crack,15,1139480.0,1900473.0,2010,41.88300628,-87.76328567
4814,Cannabis,12,1170539.0,1891606.0,2009,41.85805181,-87.64949497
4815,Heroin,14,1153858.0,1908452.0,2011,41.90462722,-87.71027578
4816,Cannabis,10,1149877.0,1883442.0,2006,41.8360753,-87.72554972
4817,Cannabis,15,1141025.0,1900515.0,2006,41.88309324,-87.75761124
4818,Crack,15,1139119.0,1897626.0,2006,41.87520032,-87.76468057
4819,Crack,2,1176690.0,1873857.0,2004,41.8092105,-87.62745258
4820,Cannabis,18,1173068.0,1909520.0,2011,41.90715332,-87.63968057
4821,Cannabis,10,1154124.0,1886256.0,2003,41.84371374,-87.70989089
4822,Crack,15,1138870.0,1904988.0,2012,41.89540711,-87.76541592
4823,Heroin,11,1152196.0,1896452.0,2011,41.87173095,-87.71669758
4824,Cannabis,12,1160884.0,1899963.0,2009,41.88118976,-87.68470296
4825,Cannabis,5,1176675.0,1833656.0,2010,41.69889455,-87.62871521
4826,Heroin,11,1151504.0,1907274.0,2013,41.90144127,-87.71895374
4827,Cannabis,15,1136984.0,1905200.0,2002,41.89602292,-87.77233776
4828,Cannabis,7,1166755.0,1862773.0,2004,41.77901282,-87.66420869
4829,Cannabis,15,1138213.0,1903870.0,2011,41.89235109,-87.76785602
4830,Crack,11,1155124.0,1897322.0,2012,41.8740601,-87.70592431
4831,Crack,8,1158272.0,1857206.0,2004,41.76391308,-87.69545969
4832,Cannabis,22,1171019.0,1840850.0,2003,41.71876109,-87.64921552
4833,Cannabis,6,1176983.0,1852448.0,2011,41.75045535,-87.6270229
4834,Cannabis,10,1155172.0,1893112.0,2008,41.86250645,-87.70586106
4835,Crack,3,1188044.0,1858013.0,2006,41.7654699,-87.5863137
4836,Cannabis,7,1171598.0,1867549.0,2004,41.79201393,-87.64631394
4837,Cannabis,11,1149082.0,1907696.0,2013,41.90264653,-87.72783913
4838,Cannabis,4,1194032.0,1851742.0,2010,41.74811699,-87.56457159
4839,Cannabis,16,1143532.0,1923185.0,2002,41.9452556,-87.747837
4840,Cocaine,25,1140786.0,1908227.0,2007,41.90426029,-87.75829908
4841,Heroin,11,1153212.0,1904484.0,2001,41.8937515,-87.71275417
4842,Cannabis,3,1193919.0,1856830.0,2013,41.76208163,-87.5648191
4843,Heroin,11,1151070.0,1905741.0,2005,41.89724308,-87.7205881
4844,Barbituates,11,1149508.0,1899707.0,2014,41.88071561,-87.72648189
4845,Crack,15,1142564.0,1905589.0,2001,41.89698843,-87.75183361
4846,Cannabis,7,1164830.0,1860602.0,2011,41.7730962,-87.6713272
4847,Cannabis,2,1177710.0,1866413.0,2014,41.78876041,-87.62393677
4848,Cannabis,5,1178064.0,1836861.0,2012,41.70765822,-87.62353265
4849,Cannabis,15,1141649.0,1901776.0,2012,41.88654207,-87.75528866
4850,Cocaine,12,1171826.0,1891321.0,2005,41.85724153,-87.64477931
4851,Crack,6,1164788.0,1850098.0,2005,41.74427263,-87.67177727
4852,Cannabis,25,1151472.0,1910466.0,2011,41.91020105,-87.71898731
4853,Cannabis,17,1153486.0,1932695.0,2006,41.97115926,-87.71099578
4854,Cannabis,10,1154068.0,1888173.0,2008,41.84897534,-87.71004534
4855,Cannabis,11,1154042.0,1900782.0,2010,41.88357633,-87.70980464
4856,Cannabis,24,1161660.0,1949959.0,2003,42.01836537,-87.68045508
4857,Cannabis,8,1150553.0,1870806.0,2013,41.80138721,-87.72339833
4858,Crack,8,1160849.0,1860621.0,2004,41.7732315,-87.68592011
4859,Cannabis,2,1183084.0,1876661.0,2001,41.81675838,-87.60391354
4860,Cannabis,7,1170001.0,1865318.0,2005,41.78592668,-87.65223466
4861,Crack,7,1164535.0,1859345.0,2010,41.76965305,-87.67244401
4862,Cannabis,12,1155283.0,1903394.0,2006,41.89071908,-87.70517736
4863,Hallucinogens,11,1150483.0,1894425.0,2004,41.86620223,-87.72303965
4864,Heroin,10,1152975.0,1891517.0,2014,41.85817337,-87.71396826
4865,Cannabis,3,1188552.0,1859230.0,2007,41.76879733,-87.58441291
4866,Heroin,2,1180199.0,1879817.0,2008,41.8254854,-87.61439945
4867,Cannabis,25,1141481.0,1910284.0,2012,41.90989212,-87.75569524
4868,Cannabis,8,1135110.0,1866750.0,2010,41.79054357,-87.78013033
4869,Heroin,1,1177257.0,1901899.0,2005,41.88614694,-87.62452403
4870,Cannabis,4,1193525.0,1854868.0,2013,41.7567074,-87.56632725
4871,Heroin,11,1152584.0,1904667.0,2013,41.89426611,-87.71505578
4872,Crack,11,1150643.0,1902769.0,2002,41.88909596,-87.72223417
4873,Cannabis,9,1165176.0,1872182.0,2010,41.80486585,-87.6697312
4874,Cannabis,2,1178928.0,1876567.0,2006,41.81659623,-87.61916148
4875,Cannabis,11,1156842.0,1897226.0,2004,41.87376203,-87.6996192
4876,Cannabis,4,1197749.0,1844266.0,2015,41.72751032,-87.55120054
4877,Cannabis,11,1154797.0,1901447.0,2005,41.88538607,-87.70701439
4878,Crack,9,1169873.0,1870045.0,2010,41.79890088,-87.65256673
4879,Cocaine,9,1165476.0,1873341.0,2011,41.80803992,-87.66859805
4880,Heroin,11,1149755.0,1898909.0,2013,41.87852101,-87.72559567
4881,Cannabis,2,1179446.0,1881298.0,2006,41.82956664,-87.61711669
4882,Cannabis,2,1178830.0,1882167.0,2010,41.83196531,-87.61935026
4883,Cannabis,17,1152314.0,1927380.0,2002,41.95659783,-87.71544631
4884,Heroin,11,1149724.0,1899898.0,2006,41.88123554,-87.72568379
4885,Heroin,11,1151896.0,1905429.0,2016,41.89637069,-87.71756252
4886,Cannabis,17,1152147.0,1921471.0,2015,41.94038641,-87.71621666
4887,Crack,16,1138686.0,1925373.0,2007,41.95134914,-87.76559603
4888,Cocaine,4,1198912.0,1845029.0,2007,41.72957498,-87.54691485
4889,Cannabis,10,1149268.0,1893390.0,2015,41.86338568,-87.72752687
4890,Cannabis,5,1179208.0,1831774.0,2009,41.69367284,-87.61949772
4891,Hallucinogens,10,1152581.0,1893709.0,2012,41.86419626,-87.71535658
4892,Heroin,2,1177337.0,1880401.0,2004,41.82715319,-87.62488163
4893,Heroin,15,1142980.0,1906232.0,2001,41.89874515,-87.75028964
4894,Cocaine,8,1155207.0,1867956.0,2003,41.79347451,-87.70640646
4895,Cannabis,8,1143439.0,1874631.0,2011,41.81201917,-87.74939309
4896,Cannabis,8,1157708.0,1865875.0,2002,41.78771354,-87.69729189
4897,Cannabis,5,1181186.0,1836771.0,2007,41.70734006,-87.61210264
4898,Cannabis,8,1156011.0,1867028.0,2016,41.79091182,-87.70348317
4899,Heroin,15,1139930.0,1900455.0,2004,41.88294868,-87.76163366
4900,Crack,15,1143214.0,1904187.0,2007,41.89312906,-87.74948127
4901,Cocaine,20,1156809.0,1932714.0,2012,41.97114451,-87.69877619
4902,Cannabis,11,1156862.0,1897226.0,2005,41.87376163,-87.69954577
4903,Cannabis,8,1148777.0,1862875.0,2008,41.7796577,-87.73011574
4904,Cannabis,25,1146629.0,1916047.0,2010,41.92560967,-87.7366361
4905,Crack,5,1176948.0,1830230.0,2009,41.68948697,-87.62781836
4906,Cannabis,15,1142148.0,1900019.0,2007,41.8817114,-87.75349978
4907,Cannabis,4,1195270.0,1850819.0,2006,41.74555376,-87.56006563
4908,Cannabis,15,1142007.0,1899535.0,2010,41.88038586,-87.75402953
4909,Crack,14,1156824.0,1912657.0,2003,41.91610646,-87.69926659
4910,Cannabis,12,1155241.0,1904796.0,2006,41.89456715,-87.70529392
4911,Cannabis,22,1171471.0,1836439.0,2014,41.70664678,-87.64768865
4912,Crack,6,1182991.0,1850580.0,2008,41.74519191,-87.60506495
4913,Heroin,15,1144505.0,1896498.0,2010,41.87200532,-87.74493347
4914,Heroin,15,1142005.0,1898512.0,2012,41.87757866,-87.75406223
4915,Heroin,10,1158452.0,1892995.0,2001,41.86211897,-87.69382376
4916,Heroin,11,1150887.0,1894763.0,2004,41.86712185,-87.72154767
4917,Heroin,11,1144839.0,1898707.0,2014,41.8780608,-87.74365148
4918,Cannabis,9,1172840.0,1870783.0,2002,41.80086104,-87.64166433
4919,Cannabis,22,1167518.0,1841720.0,2015,41.72122413,-87.66201366
4920,Cannabis,3,1186788.0,1857443.0,2002,41.76393561,-87.59093531
4921,Cannabis,7,1165661.0,1861586.0,2008,41.77577883,-87.66825306
4922,Heroin,12,1160418.0,1899761.0,2007,41.88064511,-87.68641968
4923,Crack,4,1189263.0,1850291.0,2004,41.7442509,-87.5820929
4924,Cannabis,7,1176438.0,1857908.0,2005,41.76545049,-87.62885618
4925,Cannabis,25,1141590.0,1919461.0,2011,41.93507276,-87.75506748
4926,Cannabis,25,1147789.0,1909188.0,2002,41.90676568,-87.73255021
4927,Crack,1,1176681.0,1888910.0,2008,41.85051735,-87.62703166
4928,Cannabis,25,1141001.0,1915044.0,2010,41.92296294,-87.75734115
4929,Crack,10,1152152.0,1893044.0,2008,41.86237988,-87.71694896
4930,Cannabis,4,1189843.0,1855445.0,2007,41.75838003,-87.57980235
4931,Cannabis,15,1142152.0,1899093.0,2009,41.87917027,-87.75350806
4932,Cannabis,8,1154612.0,1869188.0,2004,41.79686718,-87.70855547
4933,Cannabis,15,1138891.0,1904381.0,2006,41.89374105,-87.76535355
4934,Cannabis,18,1169563.0,1910160.0,2007,41.90898657,-87.6525372
4935,Cannabis,11,1157789.0,1894589.0,2009,41.8665066,-87.69621412
4936,Crack,12,1167250.0,1893929.0,2004,41.86449757,-87.66150086
4937,Cannabis,24,1164058.0,1950997.0,2007,42.02116313,-87.67160135
4938,Cannabis,7,1166156.0,1857617.0,2012,41.76487685,-87.66655123
4939,Cannabis,11,1150717.0,1899736.0,2012,41.88077164,-87.72204175
4940,Cannabis,7,1164941.0,1856627.0,2015,41.76218591,-87.6710325
4941,Crack,15,1139878.0,1904803.0,2005,41.89488108,-87.76171825
4942,Barbituates,5,1179224.0,1829780.0,2015,41.68820065,-87.61949964
4943,Cannabis,11,1152462.0,1905105.0,2009,41.89547044,-87.71549226
4944,Cannabis,4,1194833.0,1855572.0,2008,41.75860713,-87.56151062
4945,Cannabis,11,1148184.0,1901118.0,2005,41.88461314,-87.73130721
4946,Heroin,12,1168048.0,1895718.0,2004,41.86938956,-87.6585198
4947,Heroin,4,1196527.0,1854628.0,2006,41.75597485,-87.55533365
4948,Heroin,11,1144280.0,1903907.0,2001,41.89234074,-87.74557325
4949,Crack,5,1177968.0,1831033.0,2010,41.69166754,-87.62405996
4950,Cannabis,5,1185876.0,1841905.0,2009,41.72131928,-87.59476673
4951,Cannabis,15,1142015.0,1900761.0,2005,41.88375001,-87.75396976
4952,Crack,20,1167904.0,1935718.0,2003,41.97915482,-87.65789173
4953,Cannabis,5,1185874.0,1841953.0,2011,41.72145105,-87.59477255
4954,Cannabis,24,1164257.0,1950346.0,2005,42.01937255,-87.67088757
4955,Crack,11,1150744.0,1899060.0,2010,41.87891609,-87.72196029
4956,Crack,15,1141687.0,1900649.0,2012,41.88344874,-87.75517699
4957,Cannabis,4,1197827.0,1841030.0,2008,41.71862852,-87.55102254
4958,Crack,4,1188455.0,1854250.0,2015,41.75513409,-87.58492727
4959,Crack,10,1150009.0,1890701.0,2007,41.85599236,-87.72487664
4960,Cannabis,6,1183147.0,1845059.0,2007,41.73003804,-87.60466463
4961,Heroin,10,1152589.0,1893426.0,2010,41.86341951,-87.71533469
4962,Crack,3,1186750.0,1858747.0,2006,41.7675148,-87.59103334
4963,Cannabis,8,1161274.0,1857328.0,2013,41.76418625,-87.68445322
4964,Cannabis,3,1183117.0,1861436.0,2004,41.77497894,-87.60426615
4965,Heroin,22,1174275.0,1831658.0,2012,41.69346528,-87.63756195
4966,Heroin,11,1159921.0,1899604.0,2005,41.88022455,-87.68824895
4967,Heroin,8,1154582.0,1862632.0,2012,41.77887716,-87.70884011
4968,Cannabis,3,1180027.0,1862432.0,2011,41.77778339,-87.61556307
4969,Heroin,8,1159690.0,1866401.0,2008,41.78911649,-87.69001024
4970,Cannabis,17,1146726.0,1923676.0,2002,41.94654248,-87.73608438
4971,Hallucinogens,7,1168671.0,1857482.0,2009,41.76445252,-87.65733692
4972,Cannabis,6,1184894.0,1853920.0,2007,41.7543128,-87.59798754
4973,Crack,6,1172668.0,1852583.0,2006,41.75092192,-87.64283103
4974,Cannabis,9,1160084.0,1875877.0,2015,41.81511176,-87.68830482
4975,Cannabis,10,1150517.0,1892426.0,2003,41.86071607,-87.722967
4976,Crack,14,1157356.0,1914098.0,2003,41.92004986,-87.69727278
4977,Cannabis,15,1140240.0,1902817.0,2010,41.88942463,-87.76043741
4978,Heroin,5,1176850.0,1827319.0,2001,41.68150095,-87.62826436
4979,Heroin,7,1166301.0,1867407.0,2009,41.79173878,-87.66574119
4980,Crack,25,1150744.0,1907731.0,2003,41.90271022,-87.72173336
4981,Cannabis,6,1172074.0,1850210.0,2009,41.74442316,-87.64507729
4982,Heroin,11,1149451.0,1899354.0,2005,41.87974804,-87.72670035
4983,Crack,11,1150532.0,1906563.0,2008,41.89950926,-87.72254262
4984,Crack,11,1159774.0,1899143.0,2002,41.87896255,-87.68880143
4985,Cannabis,6,1182396.0,1842688.0,2005,41.72354915,-87.60748898
4986,Cannabis,22,1167877.0,1846224.0,2013,41.73357609,-87.66056978
4987,Cocaine,4,1201160.0,1838352.0,2014,41.71119612,-87.53890572
4988,Crack,22,1168322.0,1842156.0,2004,41.72240334,-87.65905626
4989,Crack,4,1186656.0,1855540.0,2010,41.75871673,-87.59147926
4990,Crack,10,1154735.0,1889439.0,2001,41.85243608,-87.70756351
4991,Cannabis,14,1157450.0,1910894.0,2006,41.91125592,-87.69701475
4992,Cannabis,11,1150310.0,1902667.0,2010,41.88882257,-87.72345975
4993,Crack,3,1178170.0,1857963.0,2011,41.76556231,-87.62250623
4994,Cannabis,15,1139389.0,1904411.0,2013,41.89381431,-87.76352381
4995,Barbituates,7,1172641.0,1863215.0,2017,41.78009801,-87.64261711
4996,Crack,15,1139927.0,1900544.0,2011,41.88319296,-87.7616425
4997,Heroin,11,1150795.0,1894432.0,2003,41.86621534,-87.72189408
4998,Heroin,2,1179563.0,1879251.0,2001,41.82394684,-87.61675006
4999,Crack,11,1149887.0,1905886.0,2009,41.89766408,-87.72492935
5000,Cannabis,4,1185607.0,1851986.0,2015,41.74898896,-87.59543544
5001,Cannabis,9,1158167.0,1868711.0,2008,41.79548659,-87.69553177
5002,Cannabis,11,1154774.0,1901446.0,2012,41.88538379,-87.70709887
5003,Cannabis,5,1174522.0,1823712.0,2010,41.67165473,-87.6368928
5004,Crack,15,1138867.0,1901455.0,2004,41.88571217,-87.76551281
5005,Cannabis,8,1151215.0,1859549.0,2007,41.77048335,-87.72126439
5006,Heroin,11,1145095.0,1898470.0,2005,41.87740561,-87.74271749
5007,Heroin,11,1150300.0,1894750.0,2006,41.86709763,-87.72370299
5008,Crack,10,1150755.0,1894431.0,2004,41.86621338,-87.72204095
5009,Crack,4,1195776.0,1855003.0,2006,41.75702248,-87.55807346
5010,Crack,7,1171830.0,1858892.0,2002,41.76825303,-87.64571707
5011,Cannabis,15,1142604.0,1903057.0,2012,41.89003958,-87.75174973
5012,Crack,1,1176315.0,1886573.0,2005,41.84411271,-87.62844534
5013,Cannabis,17,1143879.0,1925973.0,2009,41.95289961,-87.74649138
5014,Cannabis,2,1179229.0,1868495.0,2011,41.79443909,-87.61830369
5015,Crack,12,1156761.0,1900212.0,2003,41.88195755,-87.69983567
5016,Cannabis,7,1174009.0,1864387.0,2007,41.78328385,-87.63756707
5017,Crack,15,1141050.0,1898336.0,2007,41.87711332,-87.75757312
5018,Cannabis,4,,,2010,,
5019,Cannabis,6,1163319.0,1849583.0,2004,41.74289026,-87.67717426
5020,Hallucinogens,7,1169986.0,1865897.0,2009,41.78751585,-87.65227285
5021,Cannabis,6,1172113.0,1848923.0,2008,41.74089061,-87.64497211
5022,Crack,11,1147129.0,1897553.0,2016,41.87485061,-87.73527258
5023,Cannabis,15,1143619.0,1899211.0,2015,41.87946675,-87.74811847
5024,Cannabis,4,1193570.0,1852889.0,2009,41.75127576,-87.566227
5025,Cannabis,9,1169525.0,1870673.0,2005,41.80063174,-87.65382472
5026,Cannabis,14,1159265.0,1916857.0,2004,41.92758169,-87.69018275
5027,Heroin,6,1182822.0,1855422.0,2001,41.75848279,-87.60553411
5028,Heroin,8,1160129.0,1862498.0,2010,41.7783971,-87.68850788
5029,Crack,11,1153388.0,1903827.0,2001,41.89194513,-87.71212525
5030,Heroin,2,1182386.0,1873939.0,2006,41.80930523,-87.60655839
5031,Cannabis,4,1201842.0,1835776.0,2002,41.70411006,-87.53649544
5032,Heroin,8,1161557.0,1859142.0,2011,41.76915826,-87.68336571
5033,Crack,18,1172464.0,1908489.0,2001,41.90433758,-87.64192983
5034,Cannabis,2,1178895.0,1871649.0,2006,41.80310157,-87.61943239
5035,Cannabis,6,1166738.0,1851494.0,2004,41.74806209,-87.66459249
5036,Crack,18,1173227.0,1905648.0,2006,41.89652481,-87.63921159
5037,Crack,11,1152937.0,1894829.0,2004,41.86726262,-87.71402005
5038,Heroin,9,1175346.0,1881761.0,2002,41.83092996,-87.63214552
5039,Cocaine,19,1167100.0,1930364.0,2008,41.96448063,-87.661003
5040,Crack,15,1139482.0,1900422.0,2008,41.8828663,-87.76327957
5041,Cannabis,24,1159516.0,1941466.0,2007,41.99510492,-87.68858
5042,Cannabis,5,1180112.0,1824450.0,2005,41.67355412,-87.61641112
5043,Cannabis,8,1155949.0,1869224.0,2006,41.7969392,-87.70365153
5044,Crack,9,1167164.0,1872185.0,2012,41.80483173,-87.66243999
5045,Cannabis,7,1172571.0,1856206.0,2009,41.76086603,-87.64307997
5046,Cannabis,6,1177963.0,1852645.0,2007,41.75097381,-87.6234258
5047,Cannabis,12,1154949.0,1903386.0,2009,41.89070383,-87.70640419
5048,Cannabis,12,1161200.0,1889685.0,2003,41.85297939,-87.68382817
5049,Crack,8,1161444.0,1863179.0,2006,41.7802387,-87.68366813
5050,Cannabis,19,1167377.0,1930687.0,2010,41.96536099,-87.65997522
5051,Cannabis,12,1161987.0,1889926.0,2001,41.85362435,-87.6809329
5052,Cocaine,14,1155957.0,1916304.0,2009,41.92613166,-87.70235332
5053,Heroin,6,1171997.0,1852804.0,2002,41.75154313,-87.64528342
5054,Cannabis,4,1196107.0,1844717.0,2014,41.72878869,-87.55720041
5055,Cannabis,9,1169177.0,1871311.0,2012,41.80239003,-87.65508248
5056,Cannabis,25,1141728.0,1907505.0,2005,41.90226166,-87.7548567
5057,Heroin,6,1177596.0,1842494.0,2013,41.72312651,-87.62507678
5058,Crack,7,1166431.0,1862035.0,2002,41.77699457,-87.66541752
5059,Cannabis,15,1141394.0,1907496.0,2011,41.90224314,-87.75608377
5060,Crack,3,1195105.0,1855936.0,2009,41.75959927,-87.56050179
5061,Crack,5,1176109.0,1822697.0,2008,41.66883406,-87.63111469
5062,Cannabis,14,1155868.0,1910486.0,2013,41.91016839,-87.70283753
5063,Cannabis,11,1150328.0,1894751.0,2014,41.86709983,-87.72360017
5064,Crack,11,1153515.0,1899806.0,2003,41.88090858,-87.7117658
5065,Heroin,10,1150326.0,1891522.0,2002,41.85823911,-87.72369169
5066,Cannabis,18,1169764.0,1915483.0,2009,41.92358879,-87.65164339
5067,Heroin,3,1180818.0,1864017.0,2014,41.78211463,-87.61261458
5068,Cannabis,6,1167087.0,1850840.0,2005,41.74625997,-87.66333229
5069,Cannabis,18,1172861.0,1911848.0,2005,41.91354606,-87.64037188
5070,Crack,11,1156165.0,1899698.0,2004,41.88055914,-87.70203807
5071,Crack,12,1167677.0,1894516.0,2006,41.86609917,-87.65991645
5072,Cannabis,4,1187727.0,1844077.0,2005,41.72723571,-87.58791809
5073,Hallucinogens,11,1144653.0,1904219.0,2003,41.89318988,-87.74419549
5074,Cannabis,12,1167499.0,1891481.0,2001,41.8577747,-87.6606572
5075,Crack,4,1190547.0,1853995.0,2006,41.75438415,-87.577269
5076,Cannabis,11,1151896.0,1904066.0,2001,41.89263048,-87.71759844
5077,Cannabis,25,1139751.0,1909027.0,2009,41.90647456,-87.76208139
5078,Cannabis,10,1148889.0,1891721.0,2002,41.85881307,-87.72896129
5079,Cannabis,8,1159889.0,1859170.0,2004,41.76926952,-87.68947908
5080,Cannabis,11,1149967.0,1899719.0,2008,41.88073962,-87.72479616
5081,Heroin,11,1150135.0,1898396.0,2013,41.87710589,-87.72421375
5082,Cocaine,15,1136776.0,1894065.0,2005,41.86547071,-87.77336856
5083,Cannabis,7,1167806.0,1860811.0,2005,41.77360634,-87.66041191
5084,Cannabis,6,1174854.0,1853253.0,2002,41.75271206,-87.63480056
5085,Cannabis,15,1144097.0,1899222.0,2015,41.87948798,-87.74636303
5086,Crack,11,1153137.0,1904450.0,2003,41.89365969,-87.71303053
5087,Cannabis,11,1151585.0,1904735.0,2008,41.89447241,-87.71872303
5088,Cannabis,9,1165278.0,1868456.0,2004,41.7946391,-87.66946265
5089,Crack,15,1142227.0,1904327.0,2009,41.89353161,-87.75310272
5090,Heroin,10,1151466.0,1893604.0,2013,41.86393007,-87.7194525
5091,Cannabis,11,1153942.0,1898488.0,2006,41.87728335,-87.71023301
5092,Crack,6,1172941.0,1854808.0,2004,41.75702159,-87.64176509
5093,Crack,5,1170398.0,1828264.0,2006,41.68423665,-87.65185481
5094,Cannabis,6,1174915.0,1852548.0,2014,41.7507761,-87.634598
5095,Cannabis,11,1151830.0,1907436.0,2003,41.9018794,-87.71775203
5096,Heroin,1,1176730.0,1886544.0,2007,41.84402377,-87.62692325
5097,Crack,1,1176730.0,1886544.0,2004,41.84402377,-87.62692325
5098,Cannabis,4,1191019.0,1847992.0,2007,41.73789999,-87.57573299
5099,Cannabis,19,1169226.0,1921430.0,2014,41.93991936,-87.65344692
5100,Hallucinogens,16,1133673.0,1920602.0,2003,41.93834664,-87.78413635
5101,Crack,3,1191357.0,1859787.0,2001,41.7702583,-87.57411332
5102,Cannabis,16,1139076.0,1932250.0,2012,41.97021316,-87.76399441
5103,Cannabis,3,1185110.0,1862143.0,2008,41.77687241,-87.59693799
5104,Cannabis,7,1166971.0,1861619.0,2004,41.77584148,-87.66344977
5105,Heroin,1,1176818.0,1895074.0,2003,41.86742869,-87.62634257
5106,Cannabis,15,1140813.0,1904116.0,2002,41.89297873,-87.75830112
5107,Cannabis,8,1158122.0,1863034.0,2013,41.77990902,-87.69585114
5108,Cannabis,15,1136785.0,1905395.0,2003,41.89656159,-87.77306399
5109,Cannabis,4,1187729.0,1844023.0,2003,41.72708748,-87.58791247
5110,Crack,5,1178601.0,1825406.0,2006,41.67621189,-87.6219126
5111,Heroin,15,1143336.0,1901158.0,2012,41.88481485,-87.74910894
5112,Crack,15,1138144.0,1906981.0,2005,41.90088931,-87.76803415
5113,Heroin,11,1152113.0,1906427.0,2003,41.89910503,-87.71673917
5114,Cannabis,16,1140558.0,1931415.0,2014,41.96789469,-87.75856554
5115,Crack,5,1176570.0,1835314.0,2003,41.7034467,-87.62905002
5116,Cannabis,24,1165418.0,1951478.0,2009,42.02245403,-87.66658279
5117,Heroin,11,,,2014,,
5118,Crack,22,1168344.0,1828803.0,2002,41.6857601,-87.65935846
5119,Cannabis,11,1147614.0,1900625.0,2006,41.88327124,-87.733413
5120,Heroin,10,1152474.0,1889138.0,2014,41.85165501,-87.71587005
