Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
Cannabis,7,1166426,1859614,2007,41.77035114,-87.66550477,"(41.770351, -87.665505)"
Heroin,2,1176227,1880781,2002,41.82822098,-87.62894258,"(41.828221, -87.628943)"
Cannabis,3,1180697,1861845,2013,41.77615723,-87.61312488,"(41.776157, -87.613125)"
Cocaine,25,1151912,1907753,2009,41.90274766,-87.71744248,"(41.902748, -87.717442)"
Heroin,15,1143240,1900525,2002,41.88307961,-87.74947729,"(41.88308, -87.749477)"
Cannabis,3,1180697,1861858,2010,41.7761929,-87.61312448,"(41.776193, -87.613124)"
Heroin,4,1188900,1853243,2010,41.75236015,-87.58332867,"(41.75236, -87.583329)"
Cannabis,11,1151135,1898300,2013,41.87682292,-87.72054453,"(41.876823, -87.720545)"
Crack,3,1179958,1863483,2001,41.78066902,-87.61578387,"(41.780669, -87.615784)"
Heroin,15,1141685,1900699,2013,41.88358598,-87.7551831,"(41.883586, -87.755183)"
Cannabis,3,1181070,1860471,2008,41.77237826,-87.61179977,"(41.772378, -87.6118)"
Heroin,15,1140621,1899502,2006,41.88032086,-87.75911966,"(41.880321, -87.75912)"
Cocaine,11,1156165,1899697,2006,41.88055639,-87.70203809,"(41.880556, -87.702038)"
Heroin,2,1176016,1881794,2001,41.83100548,-87.62968627,"(41.831005, -87.629686)"
Cannabis,15,1139538,1899114,2007,41.87927596,-87.76310585,"(41.879276, -87.763106)"
Hallucinogens,11,1151434,1894647,2010,41.86679281,-87.71954259,"(41.866793, -87.719543)"
Heroin,10,1154791,1893103,2005,41.86248938,-87.70725992,"(41.862489, -87.70726)"
Crack,19,1162379,1918363,2001,41.93164958,-87.67869779,"(41.93165, -87.678698)"
Cannabis,9,1156785,1878608,2005,41.82267329,-87.70033233,"(41.822673, -87.700332)"
Crack,25,1149171,1908356,2015,41.90445591,-87.7274951,"(41.904456, -87.727495)"
Cannabis,2,1177115,1870567,2001,41.80017284,-87.62599308,"(41.800173, -87.625993)"
Heroin,11,1149399,1899705,2013,41.88071223,-87.72688219,"(41.880712, -87.726882)"
Crack,11,1152582,1904722,2006,41.89441708,-87.71506167,"(41.894417, -87.715062)"
Cannabis,24,1163977,1951128,2011,42.02152431,-87.6718957,"(42.021524, -87.671896)"
Cannabis,25,1137165,1910839,2005,41.91149377,-87.77153734,"(41.911494, -87.771537)"
Crack,25,1150809,1907772,2001,41.90282146,-87.72149352,"(41.902821, -87.721494)"
Cannabis,6,1177650,1852817,2006,41.75145288,-87.62456758,"(41.751453, -87.624568)"
Crack,24,1164413,1949638,2011,42.01742647,-87.67033369,"(42.017426, -87.670334)"
Cannabis,10,1152880,1894479,2008,41.86630331,-87.71423857,"(41.866303, -87.714239)"
Heroin,15,1143672,1900575,2001,41.88320874,-87.74788969,"(41.883209, -87.74789)"
Cannabis,14,1157179,1920260,2011,41.93696245,-87.69775529,"(41.936962, -87.697755)"
Heroin,2,1178198,1880893,2009,41.82848375,-87.62170784,"(41.828484, -87.621708)"
Cannabis,6,1177762,1841949,2007,41.7216272,-87.62448518,"(41.721627, -87.624485)"
Cannabis,25,1143367,1916562,2001,41.92708455,-87.74860952,"(41.927085, -87.74861)"
Cannabis,9,1175152,1871065,2009,41.80158351,-87.63317707,"(41.801584, -87.633177)"
Cannabis,8,1158337,1867146,2012,41.79118855,-87.69495099,"(41.791189, -87.694951)"
Heroin,1,1176669,1890882,2001,41.85592893,-87.62701617,"(41.855929, -87.627016)"
Crack,2,1176645,1868179,2002,41.79363054,-87.62778858,"(41.793631, -87.627789)"
Crack,11,1158239,1898913,2009,41.87836291,-87.69444397,"(41.878363, -87.694444)"
Heroin,11,1156098,1899864,2008,41.88101601,-87.7022796,"(41.881016, -87.70228)"
Heroin,12,1162222,1891383,2015,41.8576176,-87.68002968,"(41.857618, -87.68003)"
Heroin,10,1153924,1893201,2013,41.86277561,-87.71043997,"(41.862776, -87.71044)"
Cannabis,11,1150157,1897733,2005,41.87528611,-87.72415025,"(41.875286, -87.72415)"
Cannabis,12,1161342,1890567,2002,41.85539674,-87.68328247,"(41.855397, -87.683282)"
Heroin,11,1151195,1906575,2014,41.89952921,-87.72010709,"(41.899529, -87.720107)"
Cannabis,15,1139827,1902193,2014,41.88771985,-87.7619694,"(41.88772, -87.761969)"
Cannabis,11,1156794,1897225,2004,41.87376026,-87.69979546,"(41.87376, -87.699795)"
Heroin,10,1150297,1892254,2006,41.86024837,-87.72377906,"(41.860248, -87.723779)"
Crack,15,1138208,1905003,2002,41.89546027,-87.76784696,"(41.89546, -87.767847)"
Cannabis,4,1202458,1840584,2009,41.71728794,-87.5340764,"(41.717288, -87.534076)"
Crack,10,1152833,1891811,2008,41.85898294,-87.71448171,"(41.858983, -87.714482)"
Heroin,15,1141489,1898830,2003,41.87846083,-87.75594901,"(41.878461, -87.755949)"
Heroin,11,1150866,1903736,2016,41.89174515,-87.72138989,"(41.891745, -87.72139)"
Heroin,9,1175752,1873871,2001,41.80927001,-87.63089255,"(41.80927, -87.630893)"
Cannabis,2,1178840,1881672,2008,41.83060676,-87.61932866,"(41.830607, -87.619329)"
Cannabis,3,1181706,1861208,2007,41.77438599,-87.60944566,"(41.774386, -87.609446)"
Heroin,1,1177419,1894900,2005,41.86693762,-87.6241415,"(41.866938, -87.624142)"
Cannabis,4,1199286,1845400,2001,41.73058365,-87.54553238,"(41.730584, -87.545532)"
Crack,6,1183187,1845515,2001,41.73128843,-87.60450396,"(41.731288, -87.604504)"
Heroin,15,1139445,1897133,2016,41.87384153,-87.76349562,"(41.873842, -87.763496)"
Cannabis,19,1164934,1926849,2015,41.95488168,-87.66906694,"(41.954882, -87.669067)"
Heroin,11,1150342,1894421,2008,41.866194,-87.72355738,"(41.866194, -87.723557)"
Cannabis,5,1178039,1826555,2005,41.67937763,-87.62393502,"(41.679378, -87.623935)"
Heroin,15,1137694,1900358,2009,41.88272308,-87.76984682,"(41.882723, -87.769847)"
Crack,24,1165350,1946209,2001,42.00799727,-87.66698398,"(42.007997, -87.666984)"
Cannabis,3,1182773,1858454,2011,41.76680404,-87.60561968,"(41.766804, -87.60562)"
Heroin,15,1138540,1904970,2002,41.89536371,-87.76662839,"(41.895364, -87.766628)"
Heroin,15,1142849,1905977,2008,41.89804784,-87.75077716,"(41.898048, -87.750777)"
Heroin,22,1170999,1836512,2006,41.70685741,-87.64941498,"(41.706857, -87.649415)"
Cannabis,17,1153820,1932630,2015,41.97097423,-87.70976936,"(41.970974, -87.709769)"
Cocaine,19,1170089,1921454,2003,41.93996639,-87.65027444,"(41.939966, -87.650274)"
Crack,25,1149809,1908469,2007,41.90475361,-87.72514858,"(41.904754, -87.725149)"
Cannabis,20,1168232,1937571,2007,41.9842324,-87.65663166,"(41.984232, -87.656632)"
Cannabis,5,1176521,1828679,2011,41.68524038,-87.629428,"(41.68524, -87.629428)"
Cannabis,11,1151096,1898220,2014,41.87660415,-87.72068982,"(41.876604, -87.72069)"
Crack,8,1146236,1862381,2001,41.77835062,-87.73944402,"(41.778351, -87.739444)"
Crack,6,1183940,1852528,2005,41.75051533,-87.60152699,"(41.750515, -87.601527)"
Crack,22,1172871,1845732,2007,41.7321174,-87.64228875,"(41.732117, -87.642289)"
Crack,3,1180133,1863331,2013,41.78024791,-87.61514695,"(41.780248, -87.615147)"
Heroin,11,1150518,1903728,2002,41.89173,-87.72266816,"(41.89173, -87.722668)"
Heroin,11,1160482,1897499,2003,41.87443665,-87.6862473,"(41.874437, -87.686247)"
Cannabis,5,1183954,1836859,2004,41.70751748,-87.60196356,"(41.707517, -87.601964)"
Crack,10,1152973,1891622,2003,41.85846154,-87.71397282,"(41.858462, -87.713973)"
Crack,2,,,2008,,,
Crack,14,1159572,1913207,2008,41.9175595,-87.6891554,"(41.91756, -87.689155)"
Heroin,11,1151687,1894784,2013,41.86716379,-87.71861019,"(41.867164, -87.71861)"
Crack,3,1182188,1864726,2004,41.78402857,-87.6075699,"(41.784029, -87.60757)"
Cannabis,8,1161339,1862777,2001,41.77913773,-87.68406421,"(41.779138, -87.684064)"
Cannabis,9,1166209,1870727,2005,41.80085121,-87.66598403,"(41.800851, -87.665984)"
Heroin,11,1153579,1904701,2014,41.89433968,-87.71140052,"(41.89434, -87.711401)"
Cocaine,12,1165915,1894701,2007,41.86664457,-87.66637959,"(41.866645, -87.66638)"
Cannabis,11,1150878,1906101,2011,41.89823472,-87.72128386,"(41.898235, -87.721284)"
Cannabis,3,1182840,1862092,2003,41.7767855,-87.60526122,"(41.776786, -87.605261)"
Crack,6,1182612,1850822,2001,41.74586478,-87.60644617,"(41.745865, -87.606446)"
Cannabis,10,1151170,1894442,2017,41.86623545,-87.72051715,"(41.866235, -87.720517)"
Cannabis,2,1181467,1875062,2010,41.81240811,-87.6098944,"(41.812408, -87.609894)"
Cannabis,4,1195558,1852808,2011,41.75100462,-87.55894478,"(41.751005, -87.558945)"
Cannabis,10,1156545,1894504,2003,41.8662986,-87.70078329,"(41.866299, -87.700783)"
Cannabis,2,1178306,1876915,2012,41.81756534,-87.62143253,"(41.817565, -87.621433)"
Cannabis,15,1141381,1899907,2010,41.88141825,-87.75631898,"(41.881418, -87.756319)"
Cannabis,7,1170991,1865467,2007,41.78631397,-87.6486005,"(41.786314, -87.6486)"
Cannabis,14,1154678,1914478,2007,41.9211467,-87.70710205,"(41.921147, -87.707102)"
Heroin,11,1157580,1899231,2003,41.87924897,-87.69685502,"(41.879249, -87.696855)"
Cannabis,5,1176682,1836646,2008,41.70709938,-87.62859999,"(41.707099, -87.6286)"
Cannabis,19,1168771,1931869,2011,41.96857425,-87.65481541,"(41.968574, -87.654815)"
Heroin,11,1149044,1900332,2007,41.88243967,-87.72816949,"(41.88244, -87.728169)"
Crack,10,1158452,1892995,2001,41.86211897,-87.69382376,"(41.862119, -87.693824)"
Cannabis,6,1183957,1851977,2014,41.74900293,-87.60148187,"(41.749003, -87.601482)"
Crack,22,1168714,1846403,2005,41.7340493,-87.65749828,"(41.734049, -87.657498)"
Crack,15,1138962,1902397,2007,41.88829541,-87.76514104,"(41.888295, -87.765141)"
Cannabis,2,1180779,1868182,2007,41.79354467,-87.61262956,"(41.793545, -87.61263)"
Crack,5,1176560,1835686,2001,41.70446774,-87.6290755,"(41.704468, -87.629075)"
Cannabis,16,1143030,1923659,2004,41.94656569,-87.74967032,"(41.946566, -87.74967)"
Crack,22,1172267,1843630,2008,41.7263625,-87.64456307,"(41.726363, -87.644563)"
Cannabis,5,1174918,1825322,2015,41.67606404,-87.63539572,"(41.676064, -87.635396)"
Crack,25,1151597,1907862,2002,41.90305297,-87.71859667,"(41.903053, -87.718597)"
Heroin,15,1144312,1896517,2004,41.87206109,-87.74564158,"(41.872061, -87.745642)"
Crack,11,1159609,1898614,2005,41.87751433,-87.68942186,"(41.877514, -87.689422)"
Heroin,10,1152293,1892169,2002,41.859976,-87.71645445,"(41.859976, -87.716454)"
Cannabis,11,1150122,1899722,2008,41.88074483,-87.72422693,"(41.880745, -87.724227)"
Crack,2,1176196,1880285,2003,41.82686062,-87.62907124,"(41.826861, -87.629071)"
Cannabis,4,1198232,1851663,2005,41.7477962,-87.54918439,"(41.747796, -87.549184)"
Cannabis,11,1153807,1896975,2014,41.87313421,-87.71076899,"(41.873134, -87.710769)"
Cannabis,6,1183899,1853859,2010,41.75416869,-87.60163576,"(41.754169, -87.601636)"
Crack,11,1149795,1896337,2001,41.87146237,-87.72551567,"(41.871462, -87.725516)"
Heroin,7,1173147,1862088,2006,41.77699423,-87.64079532,"(41.776994, -87.640795)"
Cannabis,15,1144438,1898165,2008,41.87658104,-87.74513751,"(41.876581, -87.745138)"
Cocaine,25,1145827,1920593,2015,41.9380996,-87.73946737,"(41.9381, -87.739467)"
Crack,12,1165418,1901109,2006,41.88423924,-87.66802178,"(41.884239, -87.668022)"
Heroin,11,1152914,1904715,2015,41.8943913,-87.71384251,"(41.894391, -87.713843)"
Cannabis,25,1141233,1910136,2014,41.90949057,-87.75660996,"(41.909491, -87.75661)"
Cannabis,3,1194066,1856375,2005,41.76082947,-87.56429525,"(41.760829, -87.564295)"
Cannabis,4,1201449,1842346,2007,41.72214865,-87.5377122,"(41.722149, -87.537712)"
Crack,15,,,2008,,,
Heroin,6,1165998,1852853,2001,41.75180713,-87.66726554,"(41.751807, -87.667266)"
Crack,7,1166650,1866751,2007,41.78993119,-87.66448019,"(41.789931, -87.66448)"
Cannabis,9,1164943,1868575,2015,41.79497274,-87.67068773,"(41.794973, -87.670688)"
Heroin,15,,,2002,,,
Heroin,2,1181468,1875029,2002,41.81231753,-87.60989176,"(41.812318, -87.609892)"
Heroin,1,1176683,1888842,2004,41.85033071,-87.62702637,"(41.850331, -87.627026)"
Cannabis,12,1169328,1891325,2011,41.85730711,-87.65394823,"(41.857307, -87.653948)"
Cannabis,4,1194952,1850202,2009,41.7438685,-87.56125111,"(41.743868, -87.561251)"
Cannabis,24,1164304,1949913,2012,42.01818339,-87.67072696,"(42.018183, -87.670727)"
Cannabis,9,1162939,1871493,2007,41.80302225,-87.67795484,"(41.803022, -87.677955)"
Cocaine,12,1160338,1902809,2008,41.88901074,-87.68662909,"(41.889011, -87.686629)"
Cocaine,15,1141649,1901772,2013,41.88653109,-87.75528876,"(41.886531, -87.755289)"
Heroin,25,1151364,1909060,2005,41.90634497,-87.71942103,"(41.906345, -87.719421)"
Crack,11,1144686,1904545,2005,41.89408384,-87.74406607,"(41.894084, -87.744066)"
Cannabis,15,1141768,1904131,2009,41.89300227,-87.75479335,"(41.893002, -87.754793)"
Heroin,11,1151169,1907369,2013,41.90170853,-87.72018175,"(41.901709, -87.720182)"
Heroin,12,1162104,1898957,2008,41.87840382,-87.6802513,"(41.878404, -87.680251)"
Cannabis,2,1180318,1876445,2011,41.81622964,-87.61406643,"(41.81623, -87.614066)"
Cannabis,1,1173209,1894980,2014,41.86725154,-87.63959443,"(41.867252, -87.639594)"
Heroin,11,1158892,1898067,2003,41.87602804,-87.6920695,"(41.876028, -87.692069)"
Cannabis,14,1153970,1908124,2003,41.90372493,-87.70987313,"(41.903725, -87.709873)"
Cannabis,14,1158636,1908880,2004,41.90570512,-87.69271303,"(41.905705, -87.692713)"
Crack,22,1174230,1833059,2013,41.69731083,-87.63768528,"(41.697311, -87.637685)"
Cannabis,15,1141038,1898686,2006,41.87807399,-87.75760856,"(41.878074, -87.757609)"
Cannabis,4,1202497,1836297,2002,41.70552308,-87.5340793,"(41.705523, -87.534079)"
Cannabis,6,1182926,1853108,2011,41.75213052,-87.60522474,"(41.752131, -87.605225)"
Cannabis,7,1176471,1855919,2016,41.7599917,-87.62879493,"(41.759992, -87.628795)"
Crack,3,1179567,1863737,2003,41.78137496,-87.61720958,"(41.781375, -87.61721)"
Cannabis,6,1184328,1850659,2007,41.74537754,-87.60016356,"(41.745378, -87.600164)"
Cannabis,7,1166208,1858733,2012,41.7679382,-87.66632892,"(41.767938, -87.666329)"
Cannabis,3,1182296,1863702,2003,41.78121612,-87.60720564,"(41.781216, -87.607206)"
Cannabis,6,1172976,1853544,2008,41.75355224,-87.64167406,"(41.753552, -87.641674)"
Cannabis,5,1178985,1838617,2005,41.71245604,-87.62010668,"(41.712456, -87.620107)"
Cannabis,3,1182635,1863862,2008,41.78164731,-87.60595785,"(41.781647, -87.605958)"
Heroin,2,1180432,1879579,2005,41.82482696,-87.61355195,"(41.824827, -87.613552)"
Cannabis,16,1131583,1936817,2004,41.98287878,-87.79144084,"(41.982879, -87.791441)"
Cannabis,4,1190726,1852981,2008,41.75159733,-87.57664571,"(41.751597, -87.576646)"
Heroin,2,1179468,1880369,2007,41.82701689,-87.61706439,"(41.827017, -87.617064)"
Crack,7,1174746,1861739,2003,41.77600105,-87.63494384,"(41.776001, -87.634944)"
Heroin,15,1140715,1899835,2004,41.88123293,-87.75876631,"(41.881233, -87.758766)"
Crack,4,1188285,1848852,2003,41.74032552,-87.58572215,"(41.740326, -87.585722)"
Heroin,9,1175445,1868497,2004,41.79453011,-87.63217935,"(41.79453, -87.632179)"
Cannabis,9,1158249,1882014,2012,41.83199004,-87.69486863,"(41.83199, -87.694869)"
Barbituates,24,1160167,1941953,2015,41.99642779,-87.68617176,"(41.996428, -87.686172)"
Cannabis,7,1168288,1867419,2007,41.79172913,-87.65845488,"(41.791729, -87.658455)"
Heroin,15,1141356,1902645,2002,41.88893212,-87.75634318,"(41.888932, -87.756343)"
Cannabis,15,1142313,1899543,2011,41.88040214,-87.75290571,"(41.880402, -87.752906)"
Cannabis,6,1177601,1842215,2013,41.72236078,-87.62506687,"(41.722361, -87.625067)"
Crack,11,1149867,1906599,2009,41.89962101,-87.72498424,"(41.899621, -87.724984)"
Crack,14,1160192,1909317,2001,41.90687225,-87.6869852,"(41.906872, -87.686985)"
Methamphetamines,16,1101811,1934419,2012,41.97676298,-87.90098372,"(41.976763, -87.900984)"
Cannabis,12,1157633,1899896,2010,41.88107271,-87.6966423,"(41.881073, -87.696642)"
Crack,9,1167262,1868625,2005,41.79506058,-87.66218251,"(41.795061, -87.662183)"
Crack,6,1169948,1850420,2004,41.74504583,-87.65286112,"(41.745046, -87.652861)"
Cannabis,20,1167230,1939569,2006,41.98973662,-87.6602591,"(41.989737, -87.660259)"
Heroin,2,1179114,1871273,2009,41.8020648,-87.61864069,"(41.802065, -87.618641)"
Crack,15,1144058,1905500,2001,41.89671628,-87.74634854,"(41.896716, -87.746349)"
Cannabis,11,1148849,1895990,2008,41.87052849,-87.72899781,"(41.870528, -87.728998)"
Cocaine,10,1158010,1891322,2001,41.85753711,-87.69549191,"(41.857537, -87.695492)"
Cannabis,25,1130314,1913648,2001,41.91932241,-87.79664163,"(41.919322, -87.796642)"
Crack,11,1144733,1901042,2012,41.88447032,-87.74398181,"(41.88447, -87.743982)"
Cannabis,11,1144795,1899601,2011,41.88051487,-87.74379049,"(41.880515, -87.74379)"
Heroin,11,1146744,1898967,2009,41.87873814,-87.73665006,"(41.878738, -87.73665)"
Crack,25,1136501,1910293,2002,41.91000739,-87.77398979,"(41.910007, -87.77399)"
Cannabis,3,1178916,1860640,2004,41.77289133,-87.6196905,"(41.772891, -87.619691)"
Cannabis,1,1179306,1885032,2006,41.83981621,-87.61751617,"(41.839816, -87.617516)"
Cannabis,2,1183418,1873629,2010,41.80843056,-87.60278291,"(41.808431, -87.602783)"
Crack,4,1194311,1853075,2010,41.751768,-87.56350556,"(41.751768, -87.563506)"
Cannabis,25,1138246,1913606,2005,41.91906724,-87.76749897,"(41.919067, -87.767499)"
Crack,15,1142670,1904177,2002,41.89311176,-87.75147945,"(41.893112, -87.751479)"
Cannabis,12,1154949,1903386,2012,41.89070383,-87.70640419,"(41.890704, -87.706404)"
Cannabis,9,1166189,1871391,2007,41.80267373,-87.66603848,"(41.802674, -87.666038)"
Crack,7,1166948,1857619,2001,41.76486545,-87.66364827,"(41.764865, -87.663648)"
Heroin,11,1151523,1906697,2003,41.89985755,-87.71889913,"(41.899858, -87.718899)"
Cannabis,9,1161123,1874692,2006,41.81183851,-87.68452641,"(41.811839, -87.684526)"
Cannabis,4,1190726,1852981,2007,41.75159733,-87.57664571,"(41.751597, -87.576646)"
Crack,8,1156999,1864027,2003,41.78265673,-87.69994144,"(41.782657, -87.699941)"
Cannabis,25,1136498,1910388,2008,41.91026814,-87.77399853,"(41.910268, -87.773999)"
Cannabis,8,1159661,1863439,2009,41.78098895,-87.69019781,"(41.780989, -87.690198)"
Cannabis,3,1192608,1858358,2009,41.76630662,-87.56957426,"(41.766307, -87.569574)"
Hallucinogens,11,1151043,1900249,2015,41.88217299,-87.72083125,"(41.882173, -87.720831)"
Cannabis,9,1166119,1874043,2008,41.80995262,-87.6662197,"(41.809953, -87.66622)"
Crack,11,1152565,1905280,2006,41.89594862,-87.71510934,"(41.895949, -87.715109)"
Cannabis,6,1183937,1852657,2004,41.75086939,-87.60153397,"(41.750869, -87.601534)"
Cannabis,9,,,2002,,,
Heroin,10,,,2002,,,
Heroin,10,1149932,1891041,2001,41.85692686,-87.72515044,"(41.856927, -87.72515)"
Cocaine,9,1167467,1873272,2002,41.80780809,-87.66129754,"(41.807808, -87.661298)"
Cannabis,5,1175980,1829677,2011,41.68799116,-87.63137869,"(41.687991, -87.631379)"
Cannabis,15,1142417,1906182,2002,41.89861842,-87.75235878,"(41.898618, -87.752359)"
Cannabis,3,1187987,1862530,2015,41.77786628,-87.58637883,"(41.777866, -87.586379)"
Heroin,11,1151168,1907389,2003,41.90176343,-87.7201849,"(41.901763, -87.720185)"
Crack,5,1178071,1836598,2006,41.70693636,-87.62351495,"(41.706936, -87.623515)"
Heroin,10,1152973,1891611,2004,41.85843135,-87.71397311,"(41.858431, -87.713973)"
Heroin,4,1197803,1845869,2015,41.73190774,-87.55094936,"(41.731908, -87.550949)"
Cannabis,19,1169168,1929402,2007,41.96179609,-87.65342765,"(41.961796, -87.653428)"
Heroin,9,1175346,1881761,2003,41.83092996,-87.63214552,"(41.83093, -87.632146)"
Crack,11,1150940,1904094,2005,41.89272609,-87.72110874,"(41.892726, -87.721109)"
Crack,7,1170163,1859415,2007,41.76972461,-87.65181222,"(41.769725, -87.651812)"
Cannabis,9,1175647,1868500,2009,41.79453381,-87.63143854,"(41.794534, -87.631439)"
Cannabis,2,1177958,1873560,2006,41.80836683,-87.62281084,"(41.808367, -87.622811)"
Heroin,2,1180453,1881415,2002,41.8298646,-87.61341847,"(41.829865, -87.613418)"
Cannabis,7,1163491,1861197,2006,41.77475714,-87.676219,"(41.774757, -87.676219)"
Cannabis,8,1150587,1869670,2008,41.79826919,-87.72330321,"(41.798269, -87.723303)"
Crack,6,1179910,1842547,2010,41.72321939,-87.61659925,"(41.723219, -87.616599)"
Cannabis,19,1170137,1928243,2001,41.95859461,-87.64989906,"(41.958595, -87.649899)"
Crack,6,1166390,1852116,2011,41.74977637,-87.66584999,"(41.749776, -87.66585)"
Cannabis,5,1186052,1817765,2003,41.65507186,-87.59488004,"(41.655072, -87.59488)"
Heroin,22,1174825,1842569,2013,41.72339443,-87.63522443,"(41.723394, -87.635224)"
Crack,15,1142209,1905547,2001,41.89687977,-87.75313853,"(41.89688, -87.753139)"
Crack,15,1139951,1899802,2006,41.88115638,-87.76157253,"(41.881156, -87.761573)"
Cannabis,19,1170356,1921675,2011,41.94056698,-87.64928666,"(41.940567, -87.649287)"
Cannabis,25,1138925,1910082,2003,41.90938466,-87.76508999,"(41.909385, -87.76509)"
Cannabis,15,1139444,1901607,2009,41.88611878,-87.76339021,"(41.886119, -87.76339)"
Cannabis,3,1189612,1857841,2010,41.7649604,-87.58057209,"(41.76496, -87.580572)"
Cannabis,25,1139872,1913217,2013,41.91797019,-87.7615343,"(41.91797, -87.761534)"
Cannabis,8,1143155,1872825,2003,41.80706852,-87.75047974,"(41.807069, -87.75048)"
Cannabis,9,1159371,1880694,2005,41.82834485,-87.69078808,"(41.828345, -87.690788)"
Cannabis,10,1153043,1894483,2008,41.86631106,-87.71364007,"(41.866311, -87.71364)"
Cannabis,15,1142285,1899542,2012,41.88039991,-87.75300855,"(41.8804, -87.753009)"
Cannabis,20,1157744,1931779,2002,41.96855977,-87.69536369,"(41.96856, -87.695364)"
Cannabis,25,1151127,1908702,2012,41.90536724,-87.72030103,"(41.905367, -87.720301)"
Cannabis,15,1143351,1900710,2011,41.8835852,-87.74906506,"(41.883585, -87.749065)"
Crack,20,1164617,1939186,2004,41.98874161,-87.66988106,"(41.988742, -87.669881)"
Crack,17,1154153,1932617,2004,41.9709319,-87.70854523,"(41.970932, -87.708545)"
Cannabis,14,1156542,1919167,2006,41.93397611,-87.70012603,"(41.933976, -87.700126)"
Cannabis,11,1148154,1905001,2003,41.89526909,-87.73131733,"(41.895269, -87.731317)"
Crack,18,1173420,1908844,2006,41.90529052,-87.63840765,"(41.905291, -87.638408)"
Cannabis,25,1141532,1910143,2013,41.90950426,-87.75551138,"(41.909504, -87.755511)"
Crack,18,1172093,1908977,2005,41.90568487,-87.64327818,"(41.905685, -87.643278)"
Cannabis,25,1150564,1918699,2007,41.93281093,-87.7221074,"(41.932811, -87.722107)"
Heroin,12,1167206,1894037,2001,41.86479488,-87.66165928,"(41.864795, -87.661659)"
Cannabis,6,1176465,1852597,2016,41.75087588,-87.62891661,"(41.750876, -87.628917)"
Crack,25,1136739,1909535,2003,41.90792309,-87.77313364,"(41.907923, -87.773134)"
Cannabis,4,1190181,1842192,2011,41.72200441,-87.57898939,"(41.722004, -87.578989)"
Heroin,11,1150830,1898737,2005,41.87802807,-87.72165297,"(41.878028, -87.721653)"
Crack,22,1172747,1838371,2013,41.7119205,-87.64295926,"(41.711921, -87.642959)"
Cannabis,4,1184955,1844860,2012,41.72944977,-87.59804769,"(41.72945, -87.598048)"
Cannabis,10,1156498,1890560,2013,41.85547679,-87.70106245,"(41.855477, -87.701062)"
Hallucinogens,15,1144408,1897908,2015,41.87587636,-87.74525413,"(41.875876, -87.745254)"
Cannabis,15,1141385,1897837,2009,41.87573783,-87.75635539,"(41.875738, -87.756355)"
Cannabis,7,1168969,1866719,2004,41.78979356,-87.655978,"(41.789794, -87.655978)"
Crack,25,1151236,1913032,2004,41.91724702,-87.71978686,"(41.917247, -87.719787)"
Cannabis,15,1143903,1901492,2012,41.88572077,-87.74701843,"(41.885721, -87.747018)"
Cannabis,8,1160538,1862797,2011,41.77920917,-87.68700022,"(41.779209, -87.687)"
Heroin,11,1144651,1903893,2006,41.89229534,-87.74421106,"(41.892295, -87.744211)"
Cannabis,25,1140802,1907592,2007,41.90251748,-87.75825594,"(41.902517, -87.758256)"
Cannabis,14,1154137,1909158,2001,41.90655898,-87.70923206,"(41.906559, -87.709232)"
Crack,10,1153973,1891495,2002,41.85809318,-87.71030554,"(41.858093, -87.710306)"
Crack,8,1161896,1859865,2002,41.77113524,-87.68210302,"(41.771135, -87.682103)"
Cannabis,6,1172822,1851828,2010,41.74884671,-87.64228892,"(41.748847, -87.642289)"
Heroin,10,1158140,1892800,2005,41.86159025,-87.69497439,"(41.86159, -87.694974)"
Heroin,11,1150770,1894432,2008,41.86621583,-87.72198585,"(41.866216, -87.721986)"
Heroin,2,1176264,1880929,2001,41.82862627,-87.62880238,"(41.828626, -87.628802)"
Cannabis,24,1164890,1944595,2009,42.00357824,-87.66872252,"(42.003578, -87.668723)"
Cannabis,7,1167805,1856914,2006,41.76291249,-87.66052733,"(41.762912, -87.660527)"
Heroin,12,1162743,1903332,2004,41.89039582,-87.67778232,"(41.890396, -87.677782)"
Cannabis,9,1175491,1870222,2013,41.79926265,-87.63195906,"(41.799263, -87.631959)"
Methamphetamines,19,1170348,1921937,2009,41.94128609,-87.64930838,"(41.941286, -87.649308)"
Crack,10,1154009,1890212,2006,41.85457176,-87.71020757,"(41.854572, -87.710208)"
Crack,4,1196294,1854376,2006,41.75528912,-87.55619587,"(41.755289, -87.556196)"
Cannabis,11,1156392,1899808,2004,41.8808564,-87.70120157,"(41.880856, -87.701202)"
Cannabis,9,1171894,1868823,2003,41.79550342,-87.64519116,"(41.795503, -87.645191)"
Cannabis,6,1177762,1841949,2015,41.7216272,-87.62448518,"(41.721627, -87.624485)"
Cannabis,25,1140799,1907719,2012,41.90286604,-87.75826384,"(41.902866, -87.758264)"
Cannabis,6,1178089,1852353,2005,41.75016967,-87.62297291,"(41.75017, -87.622973)"
Cannabis,10,1154337,1890345,2003,41.85493019,-87.70900012,"(41.85493, -87.709)"
Cannabis,24,1164678,1950156,2010,42.01884223,-87.66934377,"(42.018842, -87.669344)"
Heroin,25,1148149,1908106,2006,41.90378963,-87.73125566,"(41.90379, -87.731256)"
Heroin,11,1149647,1901480,2001,41.88557821,-87.72592541,"(41.885578, -87.725925)"
