Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
Cannabis,15,1144155,1898232,2003,41.87677021,-87.74617493,"(41.87677, -87.746175)"
Cannabis,22,1172679,1840814,2008,41.71862595,-87.64313658,"(41.718626, -87.643137)"
Cannabis,15,1142890,1904401,2015,41.89372235,-87.75066588,"(41.893722, -87.750666)"
Cannabis,7,1164851,1859920,2011,41.77122425,-87.67126947,"(41.771224, -87.671269)"
Cannabis,16,1143638,1926846,2002,41.95529972,-87.74735538,"(41.9553, -87.747355)"
Cannabis,4,1197644,1848291,2016,41.73855786,-87.55145122,"(41.738558, -87.551451)"
Crack,15,1137971,1900163,2004,41.88218298,-87.76883436,"(41.882183, -87.768834)"
Crack,15,1140911,1903819,2007,41.89216192,-87.75794851,"(41.892162, -87.757949)"
Crack,3,1188379,1860054,2006,41.77106259,-87.58502075,"(41.771063, -87.585021)"
Crack,11,1150642,1904237,2001,41.89312433,-87.72219944,"(41.893124, -87.722199)"
Cocaine,18,1175241,1910845,2010,41.91074068,-87.63165847,"(41.910741, -87.631658)"
Heroin,12,1160411,1900033,2005,41.88139164,-87.68643785,"(41.881392, -87.686438)"
Heroin,11,1153439,1905788,2011,41.89732529,-87.71188578,"(41.897325, -87.711886)"
Cannabis,6,1183200,1851473,2003,41.74763754,-87.60427143,"(41.747638, -87.604271)"
Cannabis,15,1140719,1899740,2003,41.88097217,-87.75875396,"(41.880972, -87.758754)"
Heroin,11,,,2008,,,
Cannabis,11,1148861,1900173,2015,41.88200689,-87.72884559,"(41.882007, -87.728846)"
Cannabis,11,1151815,1897000,2013,41.87324223,-87.71808197,"(41.873242, -87.718082)"
Cannabis,20,1159421,1934256,2006,41.97532234,-87.68912894,"(41.975322, -87.689129)"
Cannabis,9,1167919,1868777,2008,41.79546359,-87.65976892,"(41.795464, -87.659769)"
Cannabis,7,1171289,1866735,2002,41.78978699,-87.6474708,"(41.789787, -87.647471)"
Cannabis,25,1138282,1916384,2002,41.92668973,-87.76729932,"(41.92669, -87.767299)"
Cannabis,5,1177929,1830702,2005,41.6907601,-87.62421272,"(41.69076, -87.624213)"
Crack,15,1141590,1903492,2003,41.89125207,-87.75546289,"(41.891252, -87.755463)"
Crack,11,1153454,1901181,2014,41.88468293,-87.71195323,"(41.884683, -87.711953)"
Heroin,25,1141468,1907926,2004,41.90342174,-87.75580132,"(41.903422, -87.755801)"
Crack,10,1151887,1892418,2001,41.86066728,-87.71793822,"(41.860667, -87.717938)"
Heroin,10,1149268,1893384,2012,41.86336921,-87.72752702,"(41.863369, -87.727527)"
Heroin,11,1152522,1906621,2016,41.8996293,-87.71523178,"(41.899629, -87.715232)"
Heroin,10,1156286,1890226,2015,41.85456453,-87.70184961,"(41.854565, -87.70185)"
Cannabis,12,1162779,1903484,2005,41.89081216,-87.67764584,"(41.890812, -87.677646)"
Cannabis,24,1161355,1949307,2001,42.01658265,-87.6815957,"(42.016583, -87.681596)"
Heroin,5,1183797,1818526,2002,41.65721287,-87.60310752,"(41.657213, -87.603108)"
Crack,12,1167681,1894186,2009,41.86519354,-87.65991127,"(41.865194, -87.659911)"
Cannabis,3,1181743,1859816,2012,41.77056536,-87.60935298,"(41.770565, -87.609353)"
Heroin,11,1157178,1897596,2001,41.87477054,-87.69837551,"(41.874771, -87.698376)"
Heroin,9,1167244,1869268,2009,41.79682544,-87.66223011,"(41.796825, -87.66223)"
Cannabis,22,1166221,1829876,2001,41.68874991,-87.66709995,"(41.68875, -87.6671)"
Cannabis,11,1144723,1900080,2012,41.88183066,-87.74404279,"(41.881831, -87.744043)"
Crack,5,1179255,1830032,2001,41.68889147,-87.6193785,"(41.688891, -87.619379)"
Cannabis,5,1178495,1831593,2011,41.69319233,-87.62211363,"(41.693192, -87.622114)"
Crack,6,1169836,1854399,2008,41.75596717,-87.65315625,"(41.755967, -87.653156)"
Cannabis,24,1163836,1944689,2006,42.00385856,-87.67259748,"(42.003859, -87.672597)"
Heroin,10,1151923,1893473,2012,41.86356162,-87.71777831,"(41.863562, -87.717778)"
Cannabis,11,1150123,1897732,2015,41.87528403,-87.72427511,"(41.875284, -87.724275)"
Crack,15,1139480,1900496,2005,41.8830694,-87.76328511,"(41.883069, -87.763285)"
Cannabis,11,1151812,1906763,2001,41.90003297,-87.71783589,"(41.900033, -87.717836)"
Cannabis,11,1154755,1897554,2013,41.87470413,-87.7072729,"(41.874704, -87.707273)"
Heroin,2,1180485,1879901,2004,41.82570933,-87.61334761,"(41.825709, -87.613348)"
Crack,11,1144771,1898269,2002,41.87686016,-87.74391221,"(41.87686, -87.743912)"
Heroin,11,1150118,1898063,2009,41.87619243,-87.72428484,"(41.876192, -87.724285)"
Cannabis,5,1177287,1832343,2002,41.69527773,-87.62651382,"(41.695278, -87.626514)"
Heroin,15,1140286,1901640,2009,41.88619395,-87.76029734,"(41.886194, -87.760297)"
Crack,2,1179300,1879204,2011,41.82382388,-87.61771635,"(41.823824, -87.617716)"
Cannabis,19,1169309,1928929,2010,41.96049509,-87.65292306,"(41.960495, -87.652923)"
Cannabis,11,1147228,1899263,2001,41.87954115,-87.73486531,"(41.879541, -87.734865)"
Heroin,11,1149429,1897715,2004,41.87525087,-87.72682366,"(41.875251, -87.726824)"
Crack,4,1195682,1853493,2005,41.75288125,-87.55846779,"(41.752881, -87.558468)"
Crack,15,1144487,1896833,2007,41.87292494,-87.74499112,"(41.872925, -87.744991)"
Crack,7,1169499,1859457,2010,41.76985428,-87.65424494,"(41.769854, -87.654245)"
Cannabis,6,1175038,1851065,2011,41.74670382,-87.63419143,"(41.746704, -87.634191)"
Cocaine,8,1155822,1863666,2009,41.7816898,-87.70426639,"(41.78169, -87.704266)"
Heroin,9,1165215,1870661,2002,41.80069122,-87.66963124,"(41.800691, -87.669631)"
Crack,11,1146249,1898304,2013,41.87692822,-87.73848449,"(41.876928, -87.738484)"
Heroin,5,1177992,1830703,2008,41.69076143,-87.62398204,"(41.690761, -87.623982)"
Cannabis,5,1178888,1828552,2006,41.68483847,-87.62076688,"(41.684838, -87.620767)"
Crack,20,1167918,1933770,2001,41.97380915,-87.65789673,"(41.973809, -87.657897)"
Crack,12,1156788,1900213,2002,41.88195975,-87.6997365,"(41.88196, -87.699736)"
Cannabis,12,1160516,1896222,2008,41.87093174,-87.68615781,"(41.870932, -87.686158)"
Cannabis,5,1175959,1834303,2009,41.70068606,-87.63131754,"(41.700686, -87.631318)"
Heroin,10,1149358,1890586,2005,41.85568942,-87.72726914,"(41.855689, -87.727269)"
Cannabis,4,1191768,1847705,2005,41.73709431,-87.57299818,"(41.737094, -87.572998)"
Cannabis,10,1154468,1894517,2008,41.86637601,-87.70840783,"(41.866376, -87.708408)"
Cannabis,12,1157058,1899967,2007,41.88127923,-87.69875174,"(41.881279, -87.698752)"
Cannabis,25,1142218,1910159,2009,41.90953546,-87.75299088,"(41.909535, -87.752991)"
Barbituates,8,1153051,1863915,2013,41.78242828,-87.71441909,"(41.782428, -87.714419)"
Heroin,5,1176632,1829839,2005,41.6884211,-87.62898694,"(41.688421, -87.628987)"
Heroin,11,1144676,1903894,2006,41.89229761,-87.74411922,"(41.892298, -87.744119)"
Heroin,11,1146845,1897986,2009,41.87604424,-87.73630426,"(41.876044, -87.736304)"
Cannabis,7,1172199,1857618,2005,41.76474891,-87.64440192,"(41.764749, -87.644402)"
Crack,7,1173945,1866710,2008,41.78965983,-87.63773281,"(41.78966, -87.637733)"
Cannabis,15,1143352,1900684,2011,41.88351384,-87.74906204,"(41.883514, -87.749062)"
Cannabis,9,1172541,1869426,2009,41.79714388,-87.64280084,"(41.797144, -87.642801)"
Heroin,11,1151500,1907416,2013,41.90183101,-87.7189647,"(41.901831, -87.718965)"
Cannabis,4,1197712,1845700,2006,41.73144626,-87.55128834,"(41.731446, -87.551288)"
Cannabis,3,1181823,1862061,2008,41.77672401,-87.60899042,"(41.776724, -87.60899)"
Cannabis,2,1180415,1874998,2001,41.81225673,-87.61375506,"(41.812257, -87.613755)"
Cannabis,5,1176301,1829915,2010,41.68863708,-87.63019643,"(41.688637, -87.630196)"
Crack,6,1173486,1848938,2003,41.74090152,-87.63994112,"(41.740902, -87.639941)"
Cocaine,15,1139483,1900392,2012,41.88278396,-87.76327663,"(41.882784, -87.763277)"
Heroin,25,1148818,1908140,2010,41.90387002,-87.72879737,"(41.90387, -87.728797)"
Cannabis,9,1164852,1871849,2002,41.80395892,-87.67092891,"(41.803959, -87.670929)"
Cannabis,24,1163978,1950643,2009,42.02019344,-87.67190581,"(42.020193, -87.671906)"
Cannabis,14,1154111,1908928,2004,41.90592836,-87.70933372,"(41.905928, -87.709334)"
Cannabis,7,1173748,1859625,2012,41.77022217,-87.63866501,"(41.770222, -87.638665)"
Cannabis,11,1144808,1899601,2003,41.88051463,-87.74374276,"(41.880515, -87.743743)"
Cannabis,12,1160197,1907701,2006,41.90243771,-87.68701156,"(41.902438, -87.687012)"
Crack,8,1161951,1857903,2004,41.76575009,-87.68195588,"(41.76575, -87.681956)"
Cannabis,7,1171276,1865681,2001,41.78689498,-87.64754929,"(41.786895, -87.647549)"
Cannabis,14,1156413,1920802,2006,41.93846528,-87.70055575,"(41.938465, -87.700556)"
Heroin,10,1147767,1889734,2003,41.85338209,-87.73313079,"(41.853382, -87.733131)"
Cannabis,5,1178106,1835436,2005,41.70374687,-87.62342186,"(41.703747, -87.623422)"
Cannabis,15,1139239,1903423,2006,41.89110585,-87.76409879,"(41.891106, -87.764099)"
Cocaine,10,1149100,1887066,2013,41.84603509,-87.72830716,"(41.846035, -87.728307)"
Crack,15,1141360,1900492,2009,41.88302395,-87.75638165,"(41.883024, -87.756382)"
Cannabis,6,1175704,1846401,2006,41.73389034,-87.63189035,"(41.73389, -87.63189)"
Heroin,14,1153479,1907874,2013,41.90304868,-87.71168335,"(41.903049, -87.711683)"
Cannabis,8,1156385,1865652,2016,41.78712835,-87.70214883,"(41.787128, -87.702149)"
Crack,8,1140956,1867907,2013,41.79361335,-87.75866573,"(41.793613, -87.758666)"
Cannabis,9,1164330,1878871,2011,41.82323912,-87.67264535,"(41.823239, -87.672645)"
Cocaine,10,1154804,1885704,2012,41.84218542,-87.70741018,"(41.842185, -87.70741)"
Crack,10,1150242,1894157,2011,41.8654715,-87.72393137,"(41.865472, -87.723931)"
Cannabis,3,1189980,1856592,2006,41.7615242,-87.57926342,"(41.761524, -87.579263)"
Cannabis,7,1171208,1857536,2002,41.76454562,-87.64803659,"(41.764546, -87.648037)"
Heroin,10,1149737,1894406,2013,41.86616461,-87.72577879,"(41.866165, -87.725779)"
Cocaine,2,1184254,1871228,2006,41.80182249,-87.59979185,"(41.801822, -87.599792)"
Crack,11,1150189,1899047,2005,41.87889125,-87.7239985,"(41.878891, -87.723999)"
Heroin,11,1149999,1905721,2008,41.89720912,-87.72452229,"(41.897209, -87.724522)"
Cannabis,12,1160565,1894479,2009,41.86614776,-87.68602617,"(41.866148, -87.686026)"
Heroin,11,1150506,1907411,2002,41.90183676,-87.72261595,"(41.901837, -87.722616)"
Cannabis,8,1158418,1862855,2001,41.77941179,-87.69477083,"(41.779412, -87.694771)"
Cannabis,9,1175739,1881773,2012,41.83095408,-87.63070323,"(41.830954, -87.630703)"
Heroin,11,1155039,1900289,2003,41.88220356,-87.70615679,"(41.882204, -87.706157)"
Heroin,15,1144029,1904874,2002,41.89499901,-87.74647078,"(41.894999, -87.746471)"
Heroin,11,1149670,1901790,2012,41.88642844,-87.72583289,"(41.886428, -87.725833)"
Heroin,11,1146110,1896852,2008,41.8729464,-87.73903178,"(41.872946, -87.739032)"
Heroin,15,1142453,1898853,2006,41.87850609,-87.75240879,"(41.878506, -87.752409)"
Cannabis,15,1139749,1897140,2006,41.87385519,-87.76237929,"(41.873855, -87.762379)"
Cannabis,5,1176646,1836645,2016,41.70709744,-87.62873185,"(41.707097, -87.628732)"
Cannabis,2,1178911,1866576,2001,41.78918042,-87.6195282,"(41.78918, -87.619528)"
Cannabis,11,1147614,1898004,2008,41.87607892,-87.73348027,"(41.876079, -87.73348)"
Cannabis,9,1175231,1879469,2001,41.82464309,-87.63263604,"(41.824643, -87.632636)"
Heroin,11,1153708,1900256,2004,41.88213959,-87.71104513,"(41.88214, -87.711045)"
Cannabis,25,1148370,1908997,2012,41.90623037,-87.73042087,"(41.90623, -87.730421)"
Heroin,10,1152541,1891803,2008,41.85896676,-87.71555377,"(41.858967, -87.715554)"
Heroin,10,1151081,1894440,2003,41.8662317,-87.72084393,"(41.866232, -87.720844)"
Cannabis,11,1154228,1895173,2011,41.86818094,-87.70927139,"(41.868181, -87.709271)"
Cannabis,11,1151145,1905078,2010,41.89542227,-87.72033003,"(41.895422, -87.72033)"
Cannabis,11,1149760,1905050,2009,41.89537248,-87.72541757,"(41.895372, -87.725418)"
Crack,2,1178247,1878965,2013,41.82319205,-87.62158666,"(41.823192, -87.621587)"
Crack,11,1157795,1895983,2001,41.87033176,-87.69615411,"(41.870332, -87.696154)"
Crack,11,1150294,1903276,2015,41.89049404,-87.72350261,"(41.890494, -87.723503)"
Cannabis,18,1171881,1908252,2005,41.90370011,-87.64407833,"(41.9037, -87.644078)"
Crack,11,1152581,1904742,2005,41.89447198,-87.71506481,"(41.894472, -87.715065)"
Cannabis,5,1172879,1823586,2005,41.67134524,-87.64290984,"(41.671345, -87.64291)"
Cannabis,10,1153751,1887673,2002,41.84760958,-87.71122206,"(41.84761, -87.711222)"
Cannabis,4,1198074,1846293,2009,41.73306447,-87.54994246,"(41.733064, -87.549942)"
Cannabis,9,1171584,1873689,2012,41.80886305,-87.64618529,"(41.808863, -87.646185)"
Cannabis,6,1182454,1852785,2008,41.75125512,-87.60696438,"(41.751255, -87.606964)"
Cannabis,7,1164829,1860609,2008,41.77311543,-87.67133067,"(41.773115, -87.671331)"
Heroin,2,1178321,1876385,2012,41.81611063,-87.62139361,"(41.816111, -87.621394)"
Cannabis,3,1192923,1855685,2007,41.75896402,-87.56850681,"(41.758964, -87.568507)"
Cannabis,10,1152587,1893497,2010,41.86361438,-87.71534016,"(41.863614, -87.71534)"
Crack,11,1155512,1895534,2002,41.86914585,-87.70454784,"(41.869146, -87.704548)"
Cannabis,8,1161792,1850559,2011,41.74560037,-87.68274223,"(41.7456, -87.682742)"
Crack,15,1141321,1901588,2010,41.88603223,-87.75649781,"(41.886032, -87.756498)"
Cannabis,14,1153381,1913165,2007,41.91756961,-87.71190252,"(41.91757, -87.711903)"
Cannabis,3,1190506,1857292,2007,41.76343239,-87.57731307,"(41.763432, -87.577313)"
Hallucinogens,22,1169761,1847097,2002,41.73593111,-87.65364248,"(41.735931, -87.653642)"
Crack,7,1171848,1858264,2002,41.76652932,-87.6456695,"(41.766529, -87.645669)"
Heroin,24,1161446,1943298,2004,42.00009189,-87.68142922,"(42.000092, -87.681429)"
Crack,22,1166785,1828954,2012,41.6862078,-87.66506135,"(41.686208, -87.665061)"
Cannabis,6,1183923,1853159,2008,41.75224726,-87.60156962,"(41.752247, -87.60157)"
Cannabis,7,1169478,1860194,2009,41.77187715,-87.65430058,"(41.771877, -87.654301)"
Crack,10,1147702,1888773,2010,41.85074623,-87.73339401,"(41.850746, -87.733394)"
Crack,8,1161557,1859142,2004,41.76915826,-87.68336571,"(41.769158, -87.683366)"
Crack,3,1186501,1855839,2007,41.75954088,-87.59203788,"(41.759541, -87.592038)"
Crack,24,1161801,1948295,2008,42.01379636,-87.67998296,"(42.013796, -87.679983)"
Cannabis,24,1165258,1944605,2007,42.00359783,-87.66736838,"(42.003598, -87.667368)"
Cannabis,5,1178789,1831287,2012,41.69234596,-87.62104651,"(41.692346, -87.621047)"
Cannabis,10,1150020,1890290,2010,41.85486431,-87.72484696,"(41.854864, -87.724847)"
Cannabis,9,1172127,1869058,2009,41.79614317,-87.64432984,"(41.796143, -87.64433)"
Cannabis,5,1175882,1828665,2004,41.68521627,-87.63176763,"(41.685216, -87.631768)"
Cannabis,3,1184405,1863870,2012,41.78162799,-87.59946843,"(41.781628, -87.599468)"
Crack,11,1150396,1899637,2015,41.88050624,-87.72322303,"(41.880506, -87.723223)"
Cannabis,9,1164487,1873151,2005,41.80753947,-87.67223082,"(41.807539, -87.672231)"
Cannabis,16,1136881,1928871,2003,41.96098061,-87.77214705,"(41.960981, -87.772147)"
Heroin,11,1153400,1905123,2016,41.89550125,-87.71204671,"(41.895501, -87.712047)"
Hallucinogens,10,1150591,1893587,2016,41.86390055,-87.72266505,"(41.863901, -87.722665)"
Cannabis,6,1172383,1850986,2006,41.74654582,-87.6439223,"(41.746546, -87.643922)"
Cannabis,11,1146141,1898628,2005,41.87781937,-87.7388728,"(41.877819, -87.738873)"
Cannabis,20,1165910,1939379,2002,41.98924362,-87.66511973,"(41.989244, -87.66512)"
Heroin,2,1179503,1878942,2006,41.82310029,-87.61697963,"(41.8231, -87.61698)"
Cannabis,4,1198896,1845609,2005,41.73116695,-87.54695405,"(41.731167, -87.546954)"
Cannabis,22,1168049,1832681,2012,41.69640831,-87.66032748,"(41.696408, -87.660327)"
Cannabis,10,1148657,1891465,2013,41.85811505,-87.72981949,"(41.858115, -87.729819)"
Heroin,25,1143915,1910868,2008,41.91144935,-87.74673895,"(41.911449, -87.746739)"
Heroin,11,1157572,1899563,2011,41.88016017,-87.69687535,"(41.88016, -87.696875)"
Crack,25,1134810,1910872,2008,41.91162633,-87.78018823,"(41.911626, -87.780188)"
Heroin,15,1141003,1901138,2015,41.88480323,-87.75767668,"(41.884803, -87.757677)"
Heroin,18,1173622,1906530,2009,41.89893629,-87.63773457,"(41.898936, -87.637735)"
Heroin,18,1172105,1908543,2010,41.90449369,-87.64324693,"(41.904494, -87.643247)"
Cannabis,15,1140422,1904813,2015,41.89489856,-87.75972002,"(41.894899, -87.75972)"
Cannabis,20,1161762,1934526,2011,41.9760146,-87.68051271,"(41.976015, -87.680513)"
Cannabis,5,1178327,1831371,2013,41.69258694,-87.62273542,"(41.692587, -87.622735)"
Cannabis,11,1156138,1896584,2001,41.87201455,-87.70222129,"(41.872015, -87.702221)"
Cocaine,14,1153864,1909810,2001,41.90835358,-87.71021751,"(41.908354, -87.710218)"
Cannabis,9,1166416,1875306,2011,41.8134121,-87.66509433,"(41.813412, -87.665094)"
Crack,6,1181872,1855104,2012,41.75763217,-87.60902556,"(41.757632, -87.609026)"
Cannabis,25,1140803,1907567,2010,41.90244886,-87.75825289,"(41.902449, -87.758253)"
Crack,15,1142901,1897872,2010,41.87580577,-87.75078826,"(41.875806, -87.750788)"
Heroin,15,1144321,1897907,2003,41.87587525,-87.74557359,"(41.875875, -87.745574)"
Cannabis,10,1159216,1888965,2014,41.85104458,-87.69112987,"(41.851045, -87.69113)"
Crack,8,1157442,1862081,2001,41.77730766,-87.69836994,"(41.777308, -87.69837)"
Crack,11,1151195,1897012,2010,41.87328733,-87.720358,"(41.873287, -87.720358)"
Crack,6,1175839,1841970,2001,41.72172807,-87.63152812,"(41.721728, -87.631528)"
Cocaine,17,1153099,1923246,2009,41.94523828,-87.71267048,"(41.945238, -87.71267)"
Cannabis,2,1178941,1876568,2011,41.81659868,-87.61911376,"(41.816599, -87.619114)"
Cannabis,14,1153644,1907781,2006,41.9027902,-87.71107975,"(41.90279, -87.71108)"
Crack,10,1149603,1890338,2002,41.85500413,-87.7263763,"(41.855004, -87.726376)"
Cannabis,12,1172349,1891323,2010,41.85723549,-87.64285956,"(41.857235, -87.64286)"
Cannabis,11,1146455,1894320,2007,41.86599172,-87.7378296,"(41.865992, -87.73783)"
Crack,3,1181083,1860025,2006,41.77115409,-87.61176583,"(41.771154, -87.611766)"
Cannabis,4,1184745,1847513,2006,41.73673482,-87.59873402,"(41.736735, -87.598734)"
Crack,11,1148146,1898999,2004,41.87879909,-87.73150132,"(41.878799, -87.731501)"
Cannabis,25,1140794,1907911,2014,41.90339301,-87.75827747,"(41.903393, -87.758277)"
Cannabis,24,1164516,1950995,2009,42.02114791,-87.66991598,"(42.021148, -87.669916)"
Cocaine,16,1135587,1927653,2005,41.95766146,-87.77693362,"(41.957661, -87.776934)"
Cannabis,11,1150294,1903290,2011,41.89053246,-87.72350225,"(41.890532, -87.723502)"
Crack,18,1173227,1905648,2008,41.89652481,-87.63921159,"(41.896525, -87.639212)"
Heroin,4,1194208,1835598,2012,41.70381205,-87.56445506,"(41.703812, -87.564455)"
Cannabis,6,1171002,1852939,2014,41.75193536,-87.64892568,"(41.751935, -87.648926)"
Heroin,14,1153402,1921085,2011,41.93930231,-87.71161437,"(41.939302, -87.711614)"
Crack,10,1153972,1891506,2002,41.85812339,-87.71030892,"(41.858123, -87.710309)"
Cannabis,8,1161086,1858828,2004,41.76830635,-87.68510086,"(41.768306, -87.685101)"
Crack,7,1171188,1858226,2005,41.7664395,-87.64808975,"(41.766439, -87.64809)"
Crack,8,1160609,1858616,2001,41.76773445,-87.68685515,"(41.767734, -87.686855)"
Cannabis,8,1162528,1857540,2011,41.76474196,-87.67985108,"(41.764742, -87.679851)"
Cannabis,15,1138861,1902003,2014,41.88721606,-87.76552153,"(41.887216, -87.765522)"
Cannabis,25,1133881,1919540,2008,41.93542874,-87.78339692,"(41.935429, -87.783397)"
Cannabis,20,1156803,1939748,2013,41.99044627,-87.69860659,"(41.990446, -87.698607)"
Crack,15,1140917,1899509,2005,41.88033463,-87.75803259,"(41.880335, -87.758033)"
Crack,5,1176130,1837198,2001,41.70862652,-87.63060491,"(41.708627, -87.630605)"
Crack,6,1167074,1851312,2004,41.74755549,-87.66336646,"(41.747555, -87.663366)"
Cannabis,8,1157293,1856445,2011,41.76184464,-87.69906854,"(41.761845, -87.699069)"
Cannabis,12,1168170,1896373,2001,41.8711843,-87.65805299,"(41.871184, -87.658053)"
Cannabis,10,1158076,1887908,2006,41.84816738,-87.69534276,"(41.848167, -87.695343)"
Cannabis,7,1172572,1856173,2016,41.76077545,-87.64307727,"(41.760775, -87.643077)"
Heroin,25,1146804,1910550,2002,41.91052202,-87.73613371,"(41.910522, -87.736134)"
Heroin,15,1138058,1899436,2011,41.88018642,-87.76853246,"(41.880186, -87.768532)"
Cannabis,17,1155624,1927961,2007,41.958126,-87.7032621,"(41.958126, -87.703262)"
Cannabis,11,1155022,1900879,2009,41.88382291,-87.70620338,"(41.883823, -87.706203)"
