Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude
Cannabis,25,1140803,1907567,2010,41.90244886,-87.75825289
Crack,15,1142901,1897872,2010,41.87580577,-87.75078826
Heroin,15,1144321,1897907,2003,41.87587525,-87.74557359
Cannabis,10,1159216,1888965,2014,41.85104458,-87.69112987
Crack,8,1157442,1862081,2001,41.77730766,-87.69836994
Crack,11,1151195,1897012,2010,41.87328733,-87.720358
Crack,6,1175839,1841970,2001,41.72172807,-87.63152812
Cocaine,17,1153099,1923246,2009,41.94523828,-87.71267048
Cannabis,2,1178941,1876568,2011,41.81659868,-87.61911376
Cannabis,14,1153644,1907781,2006,41.9027902,-87.71107975
Crack,10,1149603,1890338,2002,41.85500413,-87.7263763
Cannabis,12,1172349,1891323,2010,41.85723549,-87.64285956
Cannabis,11,1146455,1894320,2007,41.86599172,-87.7378296
Crack,3,1181083,1860025,2006,41.77115409,-87.61176583
Cannabis,4,1184745,1847513,2006,41.73673482,-87.59873402
Crack,11,1148146,1898999,2004,41.87879909,-87.73150132
Cannabis,25,1140794,1907911,2014,41.90339301,-87.75827747
Cannabis,24,1164516,1950995,2009,42.02114791,-87.66991598
Cocaine,16,1135587,1927653,2005,41.95766146,-87.77693362
Cannabis,11,1150294,1903290,2011,41.89053246,-87.72350225
Crack,18,1173227,1905648,2008,41.89652481,-87.63921159
Heroin,4,1194208,1835598,2012,41.70381205,-87.56445506
Cannabis,6,1171002,1852939,2014,41.75193536,-87.64892568
Heroin,14,1153402,1921085,2011,41.93930231,-87.71161437
Crack,10,1153972,1891506,2002,41.85812339,-87.71030892
Cannabis,8,1161086,1858828,2004,41.76830635,-87.68510086
Crack,7,1171188,1858226,2005,41.7664395,-87.64808975
Crack,8,1160609,1858616,2001,41.76773445,-87.68685515
Cannabis,8,1162528,1857540,2011,41.76474196,-87.67985108
Cannabis,15,1138861,1902003,2014,41.88721606,-87.76552153
Cannabis,25,1133881,1919540,2008,41.93542874,-87.78339692
Cannabis,20,1156803,1939748,2013,41.99044627,-87.69860659
Crack,15,1140917,1899509,2005,41.88033463,-87.75803259
Crack,5,1176130,1837198,2001,41.70862652,-87.63060491
Crack,6,1167074,1851312,2004,41.74755549,-87.66336646
Cannabis,8,1157293,1856445,2011,41.76184464,-87.69906854
Cannabis,12,1168170,1896373,2001,41.8711843,-87.65805299
Cannabis,10,1158076,1887908,2006,41.84816738,-87.69534276
Cannabis,7,1172572,1856173,2016,41.76077545,-87.64307727
Heroin,25,1146804,1910550,2002,41.91052202,-87.73613371
Heroin,15,1138058,1899436,2011,41.88018642,-87.76853246
Cannabis,17,1155624,1927961,2007,41.958126,-87.7032621
Cannabis,11,1155022,1900879,2009,41.88382291,-87.70620338
Heroin,10,1150342,1894421,2012,41.866194,-87.72355738
Crack,10,1151756,1889161,2001,41.85173226,-87.71850471
Cannabis,11,1149509,1907406,2008,41.90184246,-87.72627821
Cannabis,7,1168162,1858448,2001,41.76711431,-87.65917479
Heroin,25,1140407,1909729,2003,41.90838892,-87.75965437
Heroin,11,1144764,1897934,2005,41.87594101,-87.74394636
Cannabis,3,1180442,1864004,2008,41.78208759,-87.61399348
Cannabis,25,1136029,1914375,2005,41.92121732,-87.77562624
Crack,8,1159625,1865433,2003,41.7864615,-87.69027512
Cannabis,5,1184125,1818523,2007,41.65719701,-87.60190741
Cocaine,14,1153376,1913512,2011,41.9185219,-87.71191165
Cannabis,19,1171826,1925510,2003,41.95105804,-87.64377054
Crack,15,1139929,1900484,2005,41.88302827,-87.76163663
Crack,15,1139505,1899724,2010,41.88095048,-87.76321214
Cannabis,25,1149474,1908586,2007,41.90508118,-87.72637611
Crack,5,1176625,1831000,2006,41.69160722,-87.62897781
Cannabis,22,1167750,1841726,2013,41.72123563,-87.66116372
Hallucinogens,7,1165236,1857947,2008,41.76580194,-87.66991397
Cannabis,5,1181712,1830641,2006,41.69050642,-87.61036488
Heroin,15,1139911,1898709,2013,41.87815777,-87.76174613
Cannabis,9,1167376,1870921,2006,41.80135863,-87.66169869
Cannabis,15,1142239,1903963,2003,41.89253253,-87.75306769
Cannabis,4,1188842,1855387,2010,41.75824487,-87.58347273
Cannabis,12,1161109,1890015,2010,41.85388683,-87.68415301
Crack,18,1172048,1909151,2001,41.90616333,-87.64343834
Cannabis,15,1140399,1904110,2008,41.89296986,-87.75982175
Cocaine,19,1169269,1921430,2003,41.93991842,-87.65328888
Barbituates,5,1183356,1831503,2016,41.69283384,-87.60431945
Cannabis,7,1174724,1867510,2004,41.79183778,-87.63485263
Cocaine,11,1149812,1897228,2010,41.87390705,-87.72543009
Heroin,11,1148833,1900653,2012,41.88332461,-87.72893599
Cannabis,10,1155485,1891552,2016,41.85821935,-87.704754
Cannabis,6,1177855,1845333,2006,41.73091124,-87.6240424
Cannabis,4,1193871,1854187,2013,41.75483021,-87.56508153
Cannabis,12,1160401,1900378,2004,41.88233856,-87.68646502
Cannabis,5,1178808,1834320,2009,41.70066851,-87.6208851
Crack,11,1144619,1901792,2002,41.88653055,-87.74438154
Cannabis,8,1156141,1862549,2009,41.77861818,-87.70312686
Crack,22,1173583,1838564,2011,41.71243169,-87.63989192
Cannabis,20,1168704,1934414,2008,41.97555926,-87.65498767
Cannabis,4,1194661,1847453,2008,41.73633217,-87.56240756
Crack,6,1183553,1854630,2007,41.75629246,-87.60287973
Crack,2,1178499,1882123,2011,41.83185211,-87.62056606
Crack,10,1153907,1893801,2007,41.86442242,-87.71048639
Crack,25,1144686,1909557,2005,41.90783732,-87.7439396
Crack,14,1158121,1908552,2001,41.9048156,-87.69461378
Heroin,1,1176701,1888193,2006,41.8485494,-87.6269799
Crack,14,1159097,1911454,2004,41.91275892,-87.6909488
Cannabis,12,1161105,1899204,2011,41.87910241,-87.68391255
Heroin,11,1157073,1899757,2010,41.88070266,-87.69870236
Cannabis,3,1188196,1859557,2016,41.76970314,-87.58570739
Cannabis,11,1149759,1905717,2003,41.89720281,-87.72540389
Crack,3,1182307,1863222,2004,41.7798987,-87.60718018
Heroin,2,1179499,1865653,2009,41.78663421,-87.6174004
Cannabis,7,1164518,1859966,2014,41.77135751,-87.67248883
Cannabis,5,1177489,1831206,2007,41.69215308,-87.62580843
Cannabis,1,1176682,1888876,2009,41.85042403,-87.62702902
Cannabis,4,1192874,1837123,2010,41.70802939,-87.56929028
Heroin,15,1144533,1895456,2011,41.86914542,-87.74485689
Crack,15,1141608,1897512,2006,41.87484187,-87.75554464
Cannabis,11,1150307,1894751,2008,41.86710024,-87.72367726
Crack,4,1197208,1852988,2006,41.75145765,-87.55289252
Cannabis,15,1143351,1900736,2014,41.88365655,-87.74906441
Cannabis,19,1168406,1928349,2009,41.95892318,-87.65625977
Cannabis,12,1158863,1907390,2003,41.90161178,-87.6919201
Heroin,18,1172307,1908305,2001,41.90383614,-87.64251197
Crack,10,1154170,1891841,2006,41.85903872,-87.7095732
Cannabis,15,1139899,1899039,2011,41.87906356,-87.76178213
Cannabis,5,1181204,1831842,2008,41.69381381,-87.61218787
Heroin,15,1143966,1905218,2003,41.89594417,-87.74669353
Heroin,10,1151392,1888803,2014,41.85075701,-87.71985008
Heroin,10,1150350,1890687,2016,41.8559473,-87.72362536
Crack,25,1138453,1907598,2002,41.90257684,-87.76688419
Crack,15,1139747,1897469,2003,41.87475805,-87.7623786
Cannabis,6,1183958,1851943,2011,41.74890961,-87.60147927
Heroin,10,1151923,1893449,2013,41.86349576,-87.71777894
Crack,7,1170717,1863346,2003,41.78049968,-87.64966695
Crack,6,1166630,1850994,2010,41.74669233,-87.66500247
Crack,10,1153751,1889522,2002,41.85268346,-87.7111729
Cannabis,7,1170331,1865327,2006,41.78594419,-87.65102446
Cannabis,25,1142140,1909381,2001,41.90740198,-87.75329675
Crack,6,,,2010,,
Heroin,10,1147783,1893023,2010,41.86240721,-87.73298766
Heroin,15,1143360,1905530,2007,41.89681168,-87.74891146
Crack,18,1171084,1908425,2002,41.90419237,-87.64700079
Cannabis,3,1180149,1857867,2006,41.76525377,-87.61525555
Hallucinogens,11,,,2008,,
Cannabis,25,1141270,1916997,2005,41.92831721,-87.75630445
Crack,2,1178485,1875894,2011,41.81475956,-87.62080696
Heroin,15,1140851,1905829,2008,41.8976787,-87.75811938
Cannabis,15,1138934,1899461,2004,41.88023916,-87.76531523
Heroin,15,1138927,1904499,2001,41.8940642,-87.76521846
Crack,20,1167928,1934863,2005,41.97680816,-87.65782826
Heroin,2,1176490,1874939,2001,41.81218411,-87.62815358
Crack,11,1153509,1899322,2004,41.87958055,-87.7118007
Cannabis,3,1180027,1862432,2013,41.77778339,-87.61556307
Cannabis,8,1151370,1851889,2012,41.74946001,-87.72089612
Cannabis,5,1178096,1829049,2004,41.68622026,-87.62365118
Crack,11,1148389,1899827,2004,41.88106654,-87.73058771
Cannabis,22,1165275,1828172,2008,41.68409386,-87.67061122
Cannabis,4,1193525,1854855,2002,41.75667173,-87.56632767
Cannabis,11,1149431,1901930,2012,41.88681726,-87.72670693
Heroin,6,1172578,1852485,2009,41.75065498,-87.64316372
Cannabis,3,1180027,1862432,2012,41.77778339,-87.61556307
Cannabis,4,1199606,1849669,2004,41.74229006,-87.54421675
Crack,14,1159515,1908112,2006,41.9035796,-87.68950533
Heroin,11,1144445,1901404,2001,41.88546911,-87.74503029
Cannabis,7,1165725,1859598,2008,41.77032214,-87.66807481
Crack,10,1147640,1892024,2006,41.85966857,-87.73353822
Crack,5,1183033,1838598,2008,41.71231093,-87.60528241
Cannabis,11,1154228,1895173,2011,41.86818094,-87.70927139
Cocaine,6,1178676,1847176,2012,41.73595005,-87.62097893
Cannabis,11,1150838,1907363,2002,41.90169855,-87.72139772
Heroin,3,1181145,1860713,2008,41.77304061,-87.6115174
Cannabis,25,1141087,1909657,2007,41.90817883,-87.75715813
Crack,11,1149526,1899356,2006,41.87975207,-87.72642491
Cannabis,3,1191160,1857300,2010,41.76343854,-87.57491581
Cannabis,12,1166838,1891502,2013,41.85784651,-87.66308285
Cannabis,25,1143931,1908545,2016,41.90507449,-87.74673853
Cannabis,7,1169711,1859040,2007,41.76870538,-87.65347992
Cannabis,5,1175133,1825163,2010,41.67562293,-87.63461349
Cocaine,18,1173175,1908290,2005,41.90377576,-87.63932407
Heroin,4,1194547,1853564,2015,41.75310406,-87.56262469
Crack,11,1153507,1901460,2002,41.88544748,-87.71175118
Cannabis,12,1158021,1899903,2011,41.88108401,-87.69521739
Cannabis,19,1168791,1930508,2006,41.96483919,-87.6547815
Heroin,15,1143507,1906325,2008,41.8989905,-87.74835164
Cannabis,15,1142832,1898200,2007,41.87670713,-87.75103343
Cannabis,7,1172181,1858279,2004,41.76656317,-87.64444849
Crack,7,1164813,1861203,2012,41.77474578,-87.67137256
Cannabis,17,1156347,1926073,2009,41.95293059,-87.70065533
Cannabis,15,1142605,1903028,2010,41.88995998,-87.75174678
Cannabis,16,1140059,1930853,2003,41.96636169,-87.76041417
Cannabis,6,1169773,1849545,2012,41.7426485,-87.65352767
Cannabis,4,1195426,1840964,2014,41.71850694,-87.55981855
Cannabis,15,1143864,1904525,2002,41.89404441,-87.74708555
Cannabis,11,1154141,1896834,2017,41.87274064,-87.70954647
Cannabis,15,1139076,1898887,2014,41.87866145,-87.76480778
Cannabis,3,1186735,1859307,2009,41.76905185,-87.5910706
Cannabis,19,1169155,1931078,2015,41.96639537,-87.65342655
Cannabis,5,1176962,1841605,2008,41.72070126,-87.62742575
Cannabis,1,1176860,1898834,2009,41.8777454,-87.62607464
Cannabis,3,1178787,1859229,2011,41.76902234,-87.62020627
Cannabis,19,1170901,1919950,2003,41.93582156,-87.64733434
Hallucinogens,11,1151856,1906677,2002,41.89979612,-87.71767654
Crack,15,1142153,1907175,2008,41.90134823,-87.75330379
Heroin,11,1146451,1896979,2007,41.87328842,-87.73777656
Cannabis,17,1154371,1932381,2002,41.97027994,-87.70774995
Heroin,12,1167616,1893850,2007,41.86427292,-87.66015956
Crack,9,1166211,1870666,2010,41.80068378,-87.66597844
Cannabis,4,1202598,1840765,2011,41.71778105,-87.53355749
Crack,19,1167869,1930702,2003,41.96539152,-87.65816582
Cannabis,10,1154434,1887028,2004,41.84582602,-87.70873264
Cannabis,1,1176452,1897651,2007,41.8745084,-87.62760841
Cannabis,9,,,2014,,
Cannabis,1,1175099,1901781,2004,41.88587179,-87.63245215
Cannabis,12,,,2006,,
Crack,9,1169509,1869743,2001,41.79808006,-87.65391035
Cannabis,25,1139725,1907791,2009,41.90308331,-87.76220713
Cocaine,10,1150207,1883532,2014,41.83631586,-87.72433648
Cannabis,7,1167629,1867292,2009,41.7913948,-87.66087496
Cannabis,11,1149755,1898927,2004,41.8785704,-87.7255952
Crack,10,1148634,1892214,2003,41.86017084,-87.7298846
Crack,7,1173945,1866710,2011,41.78965983,-87.63773281
Heroin,2,1178381,1874248,2010,41.81024516,-87.62123848
Cannabis,17,1155146,1932750,2013,41.97127693,-87.70489027
Crack,7,1174272,1867450,2008,41.7916832,-87.63651181
Cannabis,22,1174197,1845754,2007,41.73214845,-87.63743042
Cannabis,8,1149262,1850424,2015,41.7454807,-87.72865852
Cannabis,5,1179170,1833023,2008,41.69710113,-87.61959895
Heroin,9,1175551,1868600,2004,41.79481038,-87.63178757
Cannabis,6,1172696,1851651,2004,41.74836378,-87.64275584
Methamphetamines,8,1145123,1874082,2012,41.81048107,-87.74322995
Heroin,8,1157433,1863874,2013,41.78222809,-87.69835439
Cannabis,11,1152546,1894903,2005,41.86747342,-87.71545352
Cocaine,25,1145636,1915570,2002,41.92431964,-87.74029703
Crack,22,1167560,1841721,2002,41.72122598,-87.6618598
Crack,11,1147834,1906327,2005,41.89891393,-87.73245851
Heroin,5,1177274,1831678,2014,41.69345316,-87.62658139
Crack,11,1156622,1899476,2007,41.87994071,-87.70036601
Cannabis,14,1158759,1909993,2001,41.90875676,-87.69223065
Cannabis,6,1172990,1853027,2009,41.75213322,-87.64163799
Crack,9,1173564,1889714,2014,41.85279337,-87.63844765
Cannabis,2,1177955,1873648,2008,41.80860838,-87.62281917
Cannabis,18,1175401,1916171,2011,41.92535185,-87.63091044
Cannabis,9,1171733,1868383,2010,41.79429955,-87.64579446
Cannabis,6,1171335,1852819,2014,41.75159879,-87.6477089
Cannabis,5,1177107,1825026,2014,41.67520283,-87.62739238
Cannabis,8,1147738,1864203,2007,41.78332189,-87.73389096
Cannabis,5,1184620,1839992,2005,41.71609926,-87.59942689
Heroin,25,1150823,1907838,2003,41.90300229,-87.72144037
Heroin,11,1156724,1895230,2008,41.86828719,-87.7001065
Cannabis,1,1176662,1889603,2011,41.85241942,-87.62708048
Crack,5,1178960,1826662,2004,41.6796504,-87.62056055
Cannabis,17,1147295,1925863,2005,41.95253289,-87.73393667
Cocaine,1,1176336,1901423,2006,41.8848616,-87.62792048
Cannabis,12,1158649,1906554,2006,41.89932211,-87.69272908
Cannabis,7,1165643,1862903,2004,41.77939323,-87.66828171
Cannabis,8,1156175,1861137,2009,41.77474276,-87.70304015
Cannabis,11,1150524,1898770,2001,41.8781246,-87.72277567
Cannabis,8,1155257,1859992,2010,41.77161912,-87.70643603
Cannabis,25,1143120,1908196,2003,41.90413197,-87.74972634
Heroin,11,1153912,1904680,2014,41.89427542,-87.71017807
Cocaine,2,1176691,1890094,2001,41.85376611,-87.62695921
Barbituates,3,1180650,1863845,2008,41.78164651,-87.61323578
Cannabis,11,1152916,1904640,2003,41.89418545,-87.71383715
Crack,3,1181459,1858251,2009,41.76627739,-87.61044222
Crack,11,1154059,1898874,2004,41.87834025,-87.70979312
Cannabis,1,1178045,1886481,2009,41.84382111,-87.62209942
Cannabis,8,1159907,1858513,2010,41.76746625,-87.68943113
Heroin,9,1175137,1871626,2003,41.80312328,-87.63321532
Cocaine,25,1147310,1915871,2003,41.92511368,-87.73413827
Crack,3,1184992,1860865,2001,41.77336824,-87.59741066
Cocaine,14,1153545,1915755,2011,41.92467352,-87.71123094
Heroin,15,1144177,1903879,2003,41.89226584,-87.74595223
Crack,11,1149441,1899029,2011,41.8788564,-87.72674551
Crack,4,1194818,1838235,2014,41.71103327,-87.56213492
Crack,5,1180776,1835214,2008,41.70307686,-87.6136517
Crack,4,1200843,1816721,2011,41.65184656,-87.54079533
Heroin,11,1153615,1903476,2013,41.89097744,-87.71130092
Cannabis,3,1194000,1855711,2010,41.75900902,-87.56455889
Cannabis,7,1169058,1857364,2002,41.76412036,-87.65592187
Crack,15,1143374,1904516,2002,41.89402889,-87.74888541
Crack,19,1168782,1931194,2002,41.96672179,-87.65479462
Hallucinogens,10,1150281,1892771,2013,41.86166739,-87.72382432
Cannabis,9,1170446,1870332,2010,41.79967597,-87.65045705
Cocaine,10,1155771,1893291,2004,41.86298561,-87.70365738
Heroin,11,1149118,1897938,2009,41.87586883,-87.72795977
Cannabis,17,1152335,1926677,2010,41.95466834,-87.71538774
Cannabis,15,1138891,1904389,2007,41.893763,-87.76535336
Heroin,11,1152927,1894480,2009,41.86630512,-87.714066
Cannabis,8,1139948,1869554,2001,41.79815143,-87.76232194
Heroin,11,1150837,1896090,2015,41.87076426,-87.72169652
Cannabis,11,1149645,1902711,2015,41.88895625,-87.72590076
Crack,15,1144376,1896518,2003,41.87206263,-87.74540658
Cannabis,6,1176940,1842412,2004,41.72291627,-87.6274821
Cannabis,3,1191706,1860653,2010,41.7726262,-87.57280598
Heroin,15,1140653,1903037,2007,41.89002076,-87.75891527
Cannabis,4,1189087,1852940,2012,41.75152422,-87.58265309
Crack,11,1149172,1896234,2010,41.87119181,-87.72780564
Heroin,5,1177833,1832688,2004,41.69621214,-87.62450435
Cannabis,5,1179371,1837881,2008,41.71042758,-87.61871541
Heroin,10,1166106,1887092,2009,41.84576071,-87.66589555
Crack,9,1171836,1870955,2006,41.80135513,-87.64534128
Crack,15,1142832,1897540,2003,41.87489601,-87.75104987
Cannabis,3,1188038,1860051,2014,41.77106249,-87.58627081
Cannabis,19,1170289,1931584,2011,41.96775908,-87.64924219
Heroin,6,,,2009,,
Cannabis,10,1151592,1894452,2012,41.86625461,-87.71896767
Heroin,9,1175351,1875694,2004,41.81428147,-87.63230879
Cannabis,7,1167862,1858809,2011,41.76811139,-87.66026406
Cannabis,7,1170750,1862164,2007,41.77725542,-87.64958043
Heroin,12,1160416,1899867,2003,41.88093602,-87.68642409
Crack,15,1142148,1900019,2006,41.8817114,-87.75349978
Crack,9,1164220,1870689,2002,41.80078908,-87.67327945
Crack,7,1167402,1863388,2002,41.78068662,-87.66181912
Crack,9,1164327,1868372,2001,41.79442869,-87.67295232
Heroin,11,1151284,1905040,2001,41.89531527,-87.71982051
Cannabis,9,1164593,1869230,2003,41.79677754,-87.6719527
Cannabis,7,1171325,1865374,2005,41.78605146,-87.64737861
Cocaine,17,1149058,1931603,2005,41.96824985,-87.72730653
Cannabis,8,1160686,1858817,2002,41.76828443,-87.68656736
Cannabis,11,1157626,1897242,2002,41.87379002,-87.69674028
Crack,7,1172487,1864422,2008,41.78341355,-87.64314618
Heroin,11,1150941,1904040,2013,41.89257789,-87.72110648
Crack,6,1177483,1852629,2006,41.75094076,-87.62518522
Cannabis,4,1196833,1844857,2012,41.72915487,-87.55453633
Cannabis,11,1150844,1899387,2006,41.87981146,-87.72158455
Cannabis,11,1156199,1898533,2005,41.87736158,-87.70194469
Crack,4,1196033,1851796,2008,41.74821587,-87.55723763
Cocaine,4,1195227,1834209,2004,41.69997547,-87.56076938
Cannabis,4,1191455,1844131,2016,41.72729449,-87.57426037
Cannabis,3,1185596,1859410,2006,41.76936138,-87.59524234
Cannabis,3,1181068,1860545,2015,41.77258137,-87.61180482
Cannabis,5,1177233,1830685,2014,41.69072915,-87.62676132
Heroin,10,1152347,1890251,2016,41.85471172,-87.71630682
Heroin,11,1144768,1897604,2002,41.87503537,-87.74393999
Crack,11,1152134,1905763,2009,41.89728253,-87.71667957
Heroin,11,1153268,1903959,2009,41.89230974,-87.71256245
Hallucinogens,25,1143469,1908026,2002,41.90365895,-87.74844862
Cannabis,4,1196612,1851844,2001,41.74833324,-87.55511444
Cannabis,11,1147998,1906332,2003,41.8989245,-87.73185601
Hallucinogens,11,1151056,1894439,2013,41.86622945,-87.72093573
Heroin,15,1142849,1906003,2007,41.89811919,-87.75077651
Cannabis,16,1102258,1934667,2012,41.97743733,-87.89933523
Heroin,11,1148935,1896560,2005,41.87209098,-87.72866733
Cannabis,8,1160127,1862600,2011,41.77867704,-87.68851241
Cannabis,12,1163169,1890405,2008,41.85491404,-87.67658108
Crack,11,1149478,1899355,2006,41.87975026,-87.72660119
Crack,9,1175622,1877314,2002,41.81872083,-87.63126619
Heroin,11,1160453,1898391,2002,41.87688498,-87.68632908
Cannabis,6,1172573,1852485,2004,41.75065509,-87.64318204
Cannabis,6,1182930,1852614,2009,41.75077484,-87.6052254
Crack,22,1156832,1835847,2002,41.70532957,-87.70131254
Cannabis,15,1144352,1898239,2005,41.87678572,-87.74545142
Cannabis,5,1177805,1834571,2012,41.70138,-87.62455013
Heroin,11,1150483,1894425,2014,41.86620223,-87.72303965
Heroin,4,1188356,1845982,2004,41.73244826,-87.58555338
Cannabis,25,1150800,1910532,2012,41.91039534,-87.72145427
Cannabis,5,1173425,1823299,2013,41.67054565,-87.64091994
Cannabis,18,1173388,1907947,2012,41.90282982,-87.63855189
Crack,11,1144757,1898705,2005,41.87805686,-87.74395262
Cannabis,15,1142521,1905749,2005,41.89742829,-87.75198756
Cannabis,6,1183077,1852804,2005,41.7512928,-87.60468083
Cannabis,12,1159828,1899934,2003,41.88113202,-87.68858133
Cannabis,8,1157985,1867827,2014,41.79306447,-87.6962232
Heroin,11,1153378,1899803,2014,41.88090307,-87.71226893
Heroin,6,1184330,1850564,2011,41.7451168,-87.60015919
Cannabis,22,1170242,1844820,2016,41.72967226,-87.65194632
Cocaine,20,1156591,1937077,2006,41.98312123,-87.69945909
Crack,2,1178471,1870983,2015,41.80128366,-87.62100762
Cannabis,8,1156055,1853194,2010,41.75294834,-87.7036932
Crack,11,1150504,1903727,2014,41.89172753,-87.7227196
Cannabis,4,1191804,1843552,2002,41.72569721,-87.57300069
Crack,11,1146434,1894982,2015,41.86780873,-87.73788983
Cannabis,11,1149712,1900319,2014,41.88239104,-87.7257169
Cannabis,2,1176643,1868266,2005,41.79386932,-87.6277933
Cannabis,7,1168972,1866624,2003,41.7895328,-87.65596975
Cannabis,7,1170224,1864359,2004,41.78329022,-87.65144492
Crack,11,1150239,1899373,2004,41.87978486,-87.72380641
Cannabis,2,1187964,1870443,2008,41.79958071,-87.58621106
Heroin,11,1146222,1900113,2011,41.88189284,-87.7385376
Cannabis,10,1153919,1893419,2016,41.86337393,-87.71045252
Cannabis,11,1154067,1900783,2012,41.88357858,-87.70971281
Cannabis,8,1150934,1871470,2009,41.80320189,-87.72198373
Cannabis,5,1175692,1828493,2006,41.68474851,-87.63246829
Crack,9,1167539,1870583,2004,41.80042762,-87.6611106
Cannabis,18,1169823,1915485,2015,41.92359299,-87.65142655
Cannabis,8,1146487,1861497,2006,41.77592001,-87.73854624
Cannabis,17,1155110,1922693,2011,41.94368061,-87.70529367
Cannabis,15,1142867,1898863,2011,41.87852584,-87.7508884
Cannabis,15,1136470,1896919,2011,41.87330796,-87.7744237
Crack,11,1152583,1904701,2003,41.89435943,-87.71505855
Cannabis,11,1148227,1899678,2012,41.88066079,-87.73118641
Cannabis,7,1166757,1862719,2013,41.7788646,-87.6642029
Crack,6,1173968,1852260,2001,41.75000684,-87.63807678
Cannabis,15,1143312,1905529,2002,41.89680984,-87.74908779
Cannabis,17,1155188,1931329,2007,41.96737678,-87.70477417
Cannabis,7,1164570,1858040,2005,41.76607121,-87.67235248
Heroin,25,1151145,1908099,2012,41.90371219,-87.72025074
Cannabis,8,1156427,1851731,2012,41.74892616,-87.70236927
Cannabis,6,1183457,1850811,2007,41.74581496,-87.60335029
Cannabis,15,1141672,1901087,2006,41.88465094,-87.75522124
Cannabis,25,1143620,1910860,2005,41.91143293,-87.7478229
Cannabis,7,1167514,1859382,2007,41.76969125,-87.66152324
Crack,10,1153620,1889839,2002,41.85355595,-87.71164529
Heroin,11,1149725,1899867,2009,41.88115045,-87.72568092
Cannabis,10,1156727,1888339,2014,41.84937748,-87.70028201
Cannabis,7,1174193,1857675,2003,41.76486127,-87.63709169
Cannabis,15,1141338,1901116,2011,41.88473669,-87.75644704
Cannabis,15,1144251,1903638,2007,41.89160312,-87.74568652
Heroin,11,1149512,1901446,2014,41.88548754,-87.72642205
Cannabis,20,1158471,1935311,2014,41.97823686,-87.6925934
Cannabis,6,1166703,1852821,2005,41.75170432,-87.66468295
Heroin,11,1157530,1894980,2017,41.86758482,-87.6971543
Heroin,11,1150239,1905260,2010,41.89593941,-87.72365283
Cannabis,6,1168872,1851719,2009,41.74863375,-87.65676632
Cannabis,11,1147478,1906675,2001,41.89987571,-87.73375717
Cannabis,10,1152579,1893773,2014,41.86437192,-87.71536223
Crack,15,1142895,1904263,2003,41.89334357,-87.75065096
Cannabis,2,1183413,1871209,2010,41.80179001,-87.60287669
Cannabis,9,,,2014,,
Cannabis,8,1160301,1862792,2004,41.77920033,-87.68786923
Crack,3,,,2002,,
Cannabis,11,1151236,1905273,2014,41.89595559,-87.71999069
Cannabis,24,1165410,1946171,2006,42.00789172,-87.66676432
Cannabis,7,1174497,1858218,2003,41.76634457,-87.63596131
Crack,15,1139655,1904800,2008,41.89487692,-87.76253736
Cannabis,8,1154180,1849989,2007,41.74419074,-87.7106494
Cannabis,25,1149498,1907791,2006,41.90289915,-87.72630861
Cannabis,15,1143516,1905953,2002,41.89796953,-87.7483279
Cannabis,4,1195919,1851445,2005,41.74725552,-87.55766695
Cannabis,4,1199187,1847585,2005,41.73658194,-87.5458218
Crack,8,1161444,1863179,2008,41.7802387,-87.68366813
Cannabis,9,1171903,1868477,2003,41.79455376,-87.64516832
Cannabis,9,1173042,1886686,2009,41.84449588,-87.64045321
Cannabis,11,1154087,1898875,2004,41.87834243,-87.70969029
Cannabis,7,1168951,1867389,2005,41.7916325,-87.65602465
Crack,7,1171801,1860068,2010,41.77148075,-87.64578891
Crack,5,1177005,1827120,2001,41.68095138,-87.62770294
Heroin,15,,,2015,,
Cannabis,9,1167258,1868747,2006,41.79539545,-87.66219369
Cocaine,8,1130653,1861930,2007,41.77739411,-87.79658375
Heroin,25,1147462,1908722,2010,41.9054932,-87.73376339
Cannabis,15,1143351,1900721,2015,41.88361539,-87.74906479
Cannabis,7,1166081,1863268,2005,41.78038553,-87.66666557
Crack,10,1150904,1894221,2009,41.8656342,-87.72149945
Crack,6,1183113,1851471,2007,41.74763407,-87.60459028
Heroin,11,1146931,1897655,2013,41.87513429,-87.73599695
Cocaine,8,1159238,1865422,2010,41.78643925,-87.69169437
Cannabis,11,1149509,1907406,2004,41.90184246,-87.72627821
Cannabis,8,1162200,1861166,2003,41.77469904,-87.68095249
Cannabis,3,1180027,1862432,2011,41.77778339,-87.61556307
Crack,11,1146145,1895789,2004,41.87002873,-87.7389303
Crack,11,1156165,1899698,2005,41.88055914,-87.70203807
Cannabis,5,1178181,1832888,2012,41.69675311,-87.62322416
Crack,25,1149827,1907875,2002,41.90312326,-87.72509793
Cannabis,1,1176730,1901958,2001,41.88632077,-87.62645748
Cannabis,11,1155457,1897193,2016,41.87369942,-87.70470516
Crack,11,1159921,1899604,2005,41.88022455,-87.68824895
Crack,18,1171577,1908244,2006,41.90368486,-87.64519522
Cocaine,25,1150358,1919010,2007,41.93366837,-87.7228563
Cannabis,15,1141025,1899066,2012,41.879117,-87.75764693
Cocaine,14,1153628,1917406,2002,41.92920235,-87.71088193
Heroin,15,1138362,1901441,2007,41.88568291,-87.76736764
Cannabis,9,1168461,1873276,2005,41.80779768,-87.6576517
