Drug,District,X Coordinate,Y Coordinate,Year,Latitude,Longitude
Crack,19,1168400,1931140,2006,41.96658191,-87.65620074
Crack,12,1156896,1899881,2005,41.88104652,-87.69934893
Cannabis,15,1142694,1899551,2009,41.88041701,-87.7515065
Crack,14,1155711,1915256,2003,41.92326083,-87.70328555
Heroin,18,1173374,1906658,2001,41.89929304,-87.63864165
Cannabis,7,1174917,1868041,2007,41.7932906,-87.6341291
Crack,25,1136843,1910274,2004,41.90994913,-87.77273385
Crack,25,1151572,1913040,2007,41.91726237,-87.71855217
Cannabis,6,1177962,1842175,2007,41.72224286,-87.62374579
Cannabis,5,1173470,1825717,2005,41.67718004,-87.64068411
Cannabis,12,1160197,1907701,2004,41.90243771,-87.68701156
Heroin,7,1170704,1860394,2013,41.77239933,-87.64980064
Cannabis,5,1180800,1830078,2001,41.68898242,-87.61372095
Heroin,25,1150823,1907835,2007,41.90299406,-87.72144045
Crack,11,1149685,1901255,2002,41.88496005,-87.72579172
Cannabis,7,1165098,1862719,2015,41.77889986,-87.67028494
Heroin,24,1161553,1940549,2007,41.99254631,-87.68111262
Cannabis,1,1176136,1900822,2015,41.88321693,-87.62867302
Heroin,11,1148925,1897703,2004,41.87522769,-87.72867448
Crack,12,1165588,1900093,2002,41.88144763,-87.66742647
Cannabis,10,1154066,1888233,2012,41.84914002,-87.71005108
Cannabis,2,1179461,1867097,2002,41.79059755,-87.61749564
Cannabis,22,1169811,1846837,2001,41.73521655,-87.65346683
Cannabis,6,1182436,1853449,2013,41.75307762,-87.6070098
Cannabis,8,1161260,1857835,2007,41.76557782,-87.68449052
Cannabis,6,1183278,1852581,2010,41.75067619,-87.6039512
Heroin,11,1148051,1898997,2014,41.87879543,-87.73185019
Crack,3,1193439,1856741,2001,41.76184916,-87.56658124
Crack,4,1193902,1852888,2014,41.75126489,-87.56501044
Cannabis,15,1142957,1902480,2006,41.88844965,-87.75046773
Crack,1,1178302,1901928,2006,41.88620277,-87.62068572
Cannabis,3,1188768,1858009,2012,41.76544164,-87.58366018
Cannabis,6,1171594,1852458,2008,41.75060249,-87.64677034
Crack,24,1164551,1950995,2004,42.02114717,-87.66978718
Cannabis,25,1146722,1913379,2006,41.91828664,-87.73636262
Heroin,15,,,2003,,
Cannabis,9,1175476,1873816,2016,41.80912527,-87.63190651
Crack,11,1150757,1898079,2002,41.87622387,-87.72193822
Cannabis,25,1138966,1910083,2009,41.90938666,-87.76493935
Cannabis,9,1175137,1871606,2010,41.8030684,-87.63321592
Crack,6,1167620,1851684,2004,41.74856462,-87.66135511
Cannabis,3,1184822,1856619,2011,41.76172081,-87.59816687
Heroin,15,1144337,1901134,2004,41.88473023,-87.74543368
Crack,9,1167243,1869315,2004,41.79695443,-87.66223243
Heroin,6,1184618,1851992,2002,41.74902864,-87.59905928
Methamphetamines,3,1194022,1855712,2010,41.75901123,-87.56447823
Crack,15,1142553,1904215,2001,41.89321822,-87.75190821
Crack,7,1167404,1863321,2003,41.78050272,-87.66181371
Cocaine,14,1156654,1912489,2005,41.9156489,-87.69989572
Cannabis,14,1152282,1913390,2003,41.91820881,-87.71593435
Cannabis,11,1154283,1896837,2003,41.87274604,-87.70902504
Heroin,1,1176763,1885284,2005,41.84056549,-87.62684019
Crack,10,1155320,1890793,2002,41.85613989,-87.70538003
Crack,22,1170670,1835509,2008,41.70411218,-87.65064889
Cannabis,19,1172124,1929664,2012,41.96245015,-87.64255203
Cannabis,2,1178932,1870240,2015,41.7992343,-87.61933962
Cannabis,4,1195477,1853107,2014,41.7518271,-87.55923174
Cannabis,6,1175047,1852731,2011,41.75127533,-87.63410884
Cannabis,11,1150980,1902612,2012,41.88865855,-87.72100068
Cannabis,8,1161754,1852117,2012,41.74987655,-87.68283832
Cannabis,7,1168841,1859317,2006,41.76948433,-87.65666092
Crack,3,1190005,1857139,2001,41.76302461,-87.57915422
Crack,8,1157345,1864037,2003,41.78267717,-87.69867262
Crack,5,1180054,1825871,2007,41.67745487,-87.61658015
Heroin,11,1150042,1899368,2015,41.87977497,-87.7245299
Cannabis,6,1179508,1855350,2007,41.75836151,-87.61768174
Cannabis,8,1159465,1862547,2003,41.7785452,-87.69094082
Cannabis,22,1167315,1842584,2003,41.72359942,-87.66273256
Crack,8,1162322,1856704,2008,41.76245214,-87.68062938
Cannabis,8,1160257,1866117,2002,41.7883255,-87.68793904
Heroin,9,1166859,1871236,2013,41.8022341,-87.66358572
Cannabis,11,1158203,1896589,2012,41.87198636,-87.69463965
Crack,8,1160374,1860800,2004,41.7737325,-87.68765643
Hallucinogens,3,1180046,1861722,2015,41.77583464,-87.61551514
Crack,11,1147227,1894577,2006,41.86668223,-87.73498892
Heroin,9,1168190,1871928,2010,41.80410446,-87.65868447
Crack,12,1156077,1899863,2005,41.88101369,-87.70235674
Crack,15,1139193,1905456,2009,41.89668549,-87.7642182
Crack,8,1157370,1862712,2003,41.77904067,-87.69861682
Cannabis,5,1179716,1826020,2003,41.67787146,-87.61781279
Cannabis,18,1171577,1908244,2004,41.90368486,-87.64519522
Crack,15,1139749,1897140,2003,41.87385519,-87.76237929
Cannabis,7,1164115,1862620,2009,41.77864893,-87.6738915
Crack,4,1194033,1834845,2012,41.70175003,-87.56512046
Heroin,2,1180959,1879551,2001,41.82473799,-87.61161943
Cannabis,6,1183607,1852650,2004,41.75085788,-87.60274345
Cannabis,1,1179205,1899351,2005,41.87911073,-87.61744868
Cannabis,3,1178064,1859286,2009,41.76919517,-87.62285469
Heroin,4,1197715,1851842,2007,41.7483003,-87.55107283
Cannabis,6,1167400,1851512,2009,41.74809734,-87.66216618
Cannabis,14,1154572,1913110,2007,41.91739492,-87.7075282
Heroin,2,1182038,1874375,2003,41.81050972,-87.60782128
Cannabis,24,1166984,1945439,2005,42.00584932,-87.6609944
Methamphetamines,8,1161003,1846863,2012,41.7354743,-87.68573521
Crack,11,1146691,1900734,2002,41.88358801,-87.73679957
Heroin,10,1153314,1892670,2001,41.86133061,-87.71269332
Crack,3,1184145,1863207,2007,41.77981475,-87.60044236
Cannabis,25,1138036,1913854,2010,41.91975158,-87.76826454
Crack,25,1127996,1916070,2005,41.92600818,-87.80510363
Cannabis,6,1173280,1848220,2015,41.73893579,-87.64071706
Cannabis,15,1143898,1905217,2013,41.8959427,-87.74694331
Crack,10,1154948,1892223,2015,41.86007142,-87.70670716
Crack,11,1150527,1906712,2004,41.89991823,-87.72255709
Heroin,11,1149389,1901455,2011,41.88551462,-87.7268735
Cannabis,12,1162346,1889379,2005,41.85211583,-87.67963052
Crack,18,1172688,1905961,2007,41.89739565,-87.64118195
Cannabis,5,1176258,1831240,2007,41.69227404,-87.63031426
Cannabis,11,1153398,1902188,2014,41.88744736,-87.7121321
Crack,6,1178290,1846631,2001,41.73446326,-87.62240958
Cannabis,4,1188125,1855118,2009,41.75752383,-87.58610899
Cannabis,7,1165195,1859414,2002,41.76982845,-87.67002279
Crack,6,1166703,1852821,2003,41.75170432,-87.66468295
Crack,10,1154008,1890262,2003,41.85470899,-87.71020991
Cannabis,5,1177503,1833788,2007,41.69923815,-87.6256795
Crack,1,1176067,1888868,2008,41.85041594,-87.6292864
Cannabis,18,1173301,1905650,2009,41.89652866,-87.63893974
Cannabis,22,1166989,1830602,2003,41.69072585,-87.66426769
Cannabis,15,1141416,1898828,2015,41.87845669,-87.75621711
Cannabis,4,1194565,1834245,2006,41.70009052,-87.56319213
Cannabis,9,1175247,1880357,2009,41.82707948,-87.63255077
Heroin,25,1138711,1909781,2011,41.90856257,-87.76588346
Crack,11,1159921,1899604,2002,41.88022455,-87.68824895
Cannabis,11,1150295,1903269,2013,41.89047481,-87.72349912
Cannabis,11,1152937,1903959,2009,41.8923163,-87.71377808
Cannabis,25,,,2008,,
Crack,5,1176728,1837811,2007,41.71029527,-87.62839661
Cannabis,25,1125753,1920416,2005,41.93797178,-87.81324888
Crack,15,1137999,1899435,2002,41.88018474,-87.76874913
Heroin,11,1159944,1898622,2006,41.87752938,-87.6881916
Cannabis,4,1195766,1819235,2008,41.65887187,-87.55928839
Cannabis,7,1167642,1866778,2006,41.78998405,-87.66084203
Crack,22,1174946,1842393,2002,41.72290877,-87.63478644
Heroin,12,1160719,1899958,2004,41.88117946,-87.68530897
Cannabis,11,1154892,1895189,2014,41.86821157,-87.70683327
Cannabis,15,1142895,1904263,2007,41.89334357,-87.75065096
Cannabis,9,1171560,1880976,2002,41.82885981,-87.64605954
Cannabis,4,1193509,1855525,2015,41.75851065,-87.56636442
Heroin,11,1150573,1901772,2009,41.88636146,-87.7225173
Crack,7,1166958,1855856,2008,41.76002733,-87.66366192
Crack,18,1172122,1908033,2002,41.90309385,-87.64319956
Cannabis,14,1157784,1910840,2006,41.91110093,-87.69578922
Cannabis,16,1100658,1934241,2004,41.97629041,-87.90522722
Cannabis,11,1152853,1896473,2015,41.8717756,-87.7142849
Heroin,5,1178455,1838684,2013,41.71265193,-87.62204566
Cannabis,2,1178598,1881840,2013,41.83107329,-87.62021144
Cocaine,9,1164468,1873814,2006,41.80935922,-87.67228181
Cannabis,19,1161381,1924048,2003,41.94727041,-87.68220659
Cannabis,17,1151121,1926489,2005,41.95417639,-87.71985558
Crack,11,1154774,1896887,2001,41.87287343,-87.70722101
Crack,7,1169685,1864747,2002,41.78436665,-87.65340983
Methamphetamines,14,1157688,1913645,2014,41.91880003,-87.69606532
Cannabis,15,1143354,1900647,2009,41.88341227,-87.74905562
Heroin,11,1153486,1899805,2013,41.88090641,-87.71187231
Cannabis,24,1164920,1947489,2007,42.01151879,-87.66852947
Crack,11,1148089,1898672,2003,41.87790286,-87.73171903
Heroin,11,1148018,1906333,2008,41.89892686,-87.73178253
Crack,15,1140718,1899753,2005,41.88100786,-87.75875731
Cannabis,6,1177483,1852629,2007,41.75094076,-87.62518522
Heroin,2,1176254,1881288,2001,41.82961163,-87.62882827
Heroin,12,1160308,1903675,2003,41.89138774,-87.68671529
Cannabis,25,1151641,1913041,2007,41.91726376,-87.71829864
Cannabis,22,1166533,1831078,2010,41.69204178,-87.66592364
Cannabis,7,1177119,1855915,2011,41.75996614,-87.62642015
Cannabis,5,1175873,1829327,2003,41.6870331,-87.63178084
Heroin,11,1150787,1907698,2001,41.90261882,-87.72157627
Crack,11,1147428,1899308,2002,41.87966081,-87.73412978
Hallucinogens,15,1144273,1902980,2009,41.88979708,-87.74562227
Cannabis,25,1142549,1910501,2010,41.91046779,-87.7517664
Cannabis,10,1157984,1890913,2002,41.8564153,-87.69559849
Cannabis,3,1182620,1864479,2012,41.78334076,-87.60599371
Cannabis,6,1170636,1854222,2014,41.75546406,-87.65022958
Cannabis,10,1147967,1892196,2007,41.86013429,-87.73233347
Crack,6,1183373,1852144,2007,41.74947481,-87.60361666
Cannabis,12,1166353,1907062,2001,41.90055476,-87.66441794
Cannabis,3,1182671,1862429,2011,41.77771419,-87.60587031
Cocaine,6,1182128,1850775,2011,41.74574701,-87.60822107
Crack,11,1156884,1899215,2010,41.8792192,-87.69941106
Crack,11,1156866,1894911,2006,41.86740895,-87.69959383
Cannabis,9,1155813,1873794,2005,41.80948264,-87.70402756
Heroin,7,1166988,1866694,2010,41.78976755,-87.66324247
Crack,5,1173886,1827429,2006,41.68186886,-87.63911094
Cannabis,24,,,2015,,
Cocaine,9,1160770,1880740,2007,41.82844225,-87.68565399
Cannabis,5,1176408,1835643,2009,41.70435315,-87.62963339
Cannabis,11,1149558,1898382,2008,41.87707869,-87.7263327
Crack,6,1183225,1854562,2013,41.7561135,-87.60408388
Cannabis,15,1139859,1905801,2009,41.89762006,-87.76176362
Crack,15,1136759,1904732,2008,41.8947427,-87.77317538
Heroin,12,1158683,1907881,2003,41.90296281,-87.69256779
Cannabis,8,1144471,1873489,2002,41.80886604,-87.74563632
Cannabis,3,1187980,1862676,2012,41.77826709,-87.58639984
Cannabis,8,1155949,1869224,2010,41.7969392,-87.70365153
Cannabis,10,1154170,1891841,2002,41.85903872,-87.7095732
Crack,15,1144475,1897171,2006,41.87385268,-87.74502667
Heroin,3,1180307,1865162,2010,41.78526836,-87.61445292
Crack,5,1174686,1825980,2006,41.67787485,-87.63622541
Cannabis,2,1179273,1879203,2009,41.82382175,-87.61781543
Cannabis,22,1174858,1831290,2009,41.69244249,-87.63543838
Heroin,11,1158164,1898620,2001,41.87756042,-87.69472736
Heroin,6,1177779,1842365,2011,41.72276838,-87.62441036
Heroin,11,1152933,1904095,2005,41.89268958,-87.71378917
Heroin,6,1183443,1850811,2013,41.74581529,-87.60340159
Cannabis,6,1166707,1852659,2008,41.75125968,-87.66467291
Cannabis,2,1179154,1876409,2012,41.81615751,-87.61833729
Cannabis,8,1161279,1860202,2001,41.77207281,-87.68435542
Cannabis,2,1182969,1874528,2009,41.81090794,-87.60440175
Crack,4,1197636,1850405,2008,41.74435904,-87.55141015
Cannabis,25,1151086,1909977,2006,41.90886676,-87.72041817
Heroin,11,,,2014,,
Cannabis,11,1150645,1902706,2014,41.88892305,-87.72222847
Crack,22,1167572,1845341,2008,41.73115955,-87.66171239
Crack,14,1154837,1908284,2001,41.90414664,-87.70668413
Crack,2,1178911,1871076,2006,41.80152884,-87.61939117
Cocaine,9,1165129,1873835,2006,41.80940287,-87.66985678
Cannabis,7,1172117,1860644,2008,41.77305442,-87.64461366
Heroin,11,1153268,1903966,2013,41.89232895,-87.71256227
Crack,12,1160735,1898599,2001,41.87744991,-87.6852879
Heroin,11,,,2014,,
Crack,10,1151445,1894268,2005,41.86575258,-87.71951216
Cannabis,3,1184820,1856672,2010,41.76186629,-87.59817254
Cannabis,3,1192183,1860314,2007,41.77168438,-87.57106847
Cannabis,6,1177960,1842240,2011,41.72242127,-87.62375116
Crack,7,1165349,1864449,2001,41.78364189,-87.66931578
Cannabis,11,1147511,1900623,2009,41.88326773,-87.73379128
Cannabis,16,1141184,1927435,2006,41.95696168,-87.7563623
Crack,3,1191724,1860016,2012,41.77087779,-87.57276065
Heroin,11,1158228,1898316,2014,41.87672491,-87.69450067
Cannabis,19,1171684,1926024,2006,41.9524716,-87.64427733
Cannabis,6,1168628,1853701,2012,41.75407789,-87.65760339
Cannabis,7,1166971,1855399,2011,41.75877298,-87.66362731
Cannabis,16,1129349,1923145,2011,41.94539985,-87.79997017
Heroin,11,1152872,1906058,2012,41.89807745,-87.71396115
Cannabis,5,1175978,1829731,2007,41.68813939,-87.6313844
Cannabis,4,1197634,1853554,2008,41.75300018,-87.55131261
Cocaine,8,1159238,1865422,2007,41.78643925,-87.69169437
Heroin,25,1149681,1907712,2004,41.90267881,-87.72563847
Cannabis,4,1188629,1849278,2006,41.7414863,-87.58444821
Heroin,5,1178557,1826402,2009,41.67894606,-87.62204356
Cannabis,10,1150233,1891754,2003,41.85887756,-87.72402702
Crack,22,1173516,1846385,2002,41.73389509,-87.63990657
Cocaine,14,1153457,1908573,2004,41.90496724,-87.71174556
Heroin,15,1142862,1906819,2001,41.90035814,-87.75070841
Cannabis,22,1169847,1838891,2002,41.71341078,-87.65356481
Cannabis,5,1179248,1833389,2013,41.69810371,-87.61930225
Cocaine,14,1160720,1913041,2009,41.91708025,-87.68494222
Crack,6,1181556,1854544,2009,41.75610276,-87.6102009
Cannabis,8,1140660,1862248,2006,41.7780895,-87.75988956
Cannabis,6,1183703,1852152,2007,41.74948908,-87.60240717
Cannabis,15,1144003,1901142,2012,41.88475846,-87.74665999
Cannabis,17,1153228,1940314,2012,41.99207136,-87.71174116
Cannabis,7,1166686,1865425,2011,41.78629171,-87.66438601
Cannabis,11,1151896,1905415,2006,41.89633228,-87.71756289
Heroin,15,1141648,1901817,2008,41.88665459,-87.75529132
Cannabis,6,1182311,1851165,2013,41.74681298,-87.60753848
Cannabis,5,1179450,1835016,2011,41.70256383,-87.61851319
Crack,12,1168492,1894888,2001,41.86710239,-87.65691377
Hallucinogens,10,1147307,1891982,2008,41.8595597,-87.73476165
Heroin,2,1185389,1874541,2014,41.81088695,-87.59552512
Cocaine,19,1170347,1921960,2013,41.94134923,-87.64931138
Cannabis,8,1160353,1862793,2011,41.77920201,-87.68767856
Cannabis,11,1144785,1898270,2006,41.87686264,-87.74386078
Crack,2,1180911,1881910,2007,41.83121237,-87.61172283
Cannabis,25,1150148,1918340,2015,41.93183394,-87.72364555
Cocaine,19,1164446,1928873,2007,41.96044599,-87.67080338
Cannabis,9,1169178,1871270,2007,41.8022775,-87.65508
Crack,4,1191152,1850221,2003,41.74401335,-87.57517377
Cannabis,5,1175670,1829149,2007,41.68654917,-87.63252929
Cannabis,7,1169648,1866152,2016,41.78822294,-87.65350475
Crack,15,1144136,1896513,2003,41.87205342,-87.74628786
Cannabis,22,1173702,1839793,2005,41.71580161,-87.63941983
Cannabis,10,1151466,1893604,2003,41.86393007,-87.7194525
Crack,10,1150993,1894437,2007,41.86622519,-87.72116707
Cannabis,24,1163750,1950346,2006,42.0193833,-87.67275327
Heroin,2,1176893,1880831,2003,41.82834318,-87.6264976
Cocaine,24,1166039,1946192,2004,42.00793588,-87.66444949
Cannabis,10,1156058,1888390,2007,41.84953094,-87.70273596
Crack,11,1148662,1901129,2003,41.88463411,-87.72955162
Heroin,11,1148198,1900639,2012,41.88329844,-87.73126814
Cannabis,25,1136880,1915351,2011,41.92388034,-87.77247596
Cannabis,22,1172992,1830334,2014,41.68986036,-87.64229818
Cannabis,15,1139501,1899858,2010,41.88131826,-87.76322356
Heroin,11,1153928,1904108,2016,41.89270548,-87.71013456
Cannabis,12,1158623,1900250,2007,41.88202391,-87.69299737
Heroin,11,1148361,1900788,2015,41.88370417,-87.73066574
Cannabis,15,1139295,1907213,2004,41.90150505,-87.76380073
Heroin,15,1142673,1899551,2010,41.8804174,-87.75158361
Cannabis,12,1165712,1908139,2006,41.90352381,-87.66674162
Cannabis,3,1191331,1857343,2001,41.7635524,-87.57428768
Cannabis,11,1151663,1896447,2013,41.87172772,-87.71865458
Heroin,6,1176168,1841939,2003,41.72163563,-87.63032399
Cannabis,7,1167861,1858823,2003,41.76814983,-87.66026733
Heroin,15,1143879,1904871,2013,41.89499359,-87.74702178
Cannabis,22,1167585,1841722,2015,41.72122819,-87.6617682
Crack,15,1139648,1898084,2001,41.8764475,-87.76272708
Cannabis,22,1169672,1840189,2007,41.71697648,-87.65416823
Cannabis,11,1151155,1905078,2010,41.89542207,-87.7202933
Heroin,11,1157822,1896474,2012,41.87167856,-87.6960416
Cannabis,9,1156985,1879507,2006,41.82513621,-87.69957428
Cannabis,24,1161660,1949937,2004,42.018305,-87.6804557
Cannabis,7,1165857,1859435,2008,41.76987204,-87.66759558
Cannabis,11,1149530,1906660,2003,41.89979495,-87.72622047
Cannabis,22,1173344,1829632,2014,41.68792621,-87.64103016
Heroin,11,1157416,1899227,2005,41.87924132,-87.69745731
Crack,5,1180310,1818892,2006,41.65829759,-87.61585579
Cannabis,25,1146567,1918057,2014,41.93112648,-87.73681254
Cannabis,9,1161985,1880473,2013,41.82768435,-87.68120368
Cannabis,18,1169814,1910460,2010,41.90980431,-87.65160639
Cannabis,14,1164546,1909120,2003,41.90624053,-87.67099676
Crack,11,1154510,1901771,2001,41.8862809,-87.70805964
Heroin,15,1144003,1901142,2004,41.88475846,-87.74665999
Cannabis,5,1174454,1825809,2005,41.67741074,-87.63707966
Crack,11,1156865,1894938,2003,41.86748306,-87.69959677
Crack,15,1141349,1902645,2002,41.88893225,-87.75636889
Heroin,11,1152233,1905273,2003,41.89593597,-87.71632889
Cannabis,18,1172068,1909828,2010,41.90802062,-87.64334487
Cannabis,15,,,2015,,
Cannabis,15,1141389,1896814,2012,41.87293051,-87.75636596
Cannabis,6,1175979,1844272,2007,41.72804193,-87.63094653
Cannabis,25,1147364,1919256,2015,41.93440139,-87.73385288
Cannabis,10,1165023,1888928,2011,41.8508219,-87.66981799
Crack,15,1140889,1904451,2003,41.89389661,-87.75801374
Crack,10,1148297,1893668,2001,41.86416729,-87.73108421
Cannabis,8,1156121,1863260,2006,41.78056967,-87.70318108
Crack,7,1170400,1862825,2009,41.77907691,-87.65084429
Crack,15,1144158,1898893,2008,41.87858402,-87.74614731
Cannabis,2,1185124,1870240,2002,41.79909092,-87.59663232
Cannabis,1,1174780,1898776,2013,41.87763303,-87.63371353
Cannabis,7,1164027,1862861,2015,41.77931212,-87.67420734
Heroin,11,1150311,1902655,2008,41.88878962,-87.72345639
Cannabis,7,1174241,1860776,2004,41.77336971,-87.63682371
Cannabis,14,1153949,1908784,2005,41.90553644,-87.70993265
Crack,15,1139930,1900455,2009,41.88294868,-87.76163366
Crack,11,1151701,1907749,2011,41.90274084,-87.71821763
Cannabis,11,1152860,1896473,2002,41.87177546,-87.7142592
Heroin,2,1176228,1880774,2003,41.82820175,-87.62893912
Crack,11,1149942,1905335,2001,41.89615101,-87.7247417
Crack,2,1180357,1874057,2001,41.80967588,-87.61399669
Crack,11,1153145,1896963,2005,41.87311443,-87.71319985
Cannabis,11,1144228,1904287,2002,41.89338448,-87.74575467
Cannabis,19,1169215,1927085,2011,41.95543714,-87.65332245
Crack,11,1156898,1899216,2009,41.87922166,-87.69935962
Crack,11,1150217,1903053,2005,41.8898836,-87.72379121
Heroin,11,1150817,1898737,2006,41.87802832,-87.7217007
Cannabis,11,1148176,1907135,2016,41.90112459,-87.73118152
Crack,10,1155238,1893719,2008,41.8641708,-87.70560249
